Complaint;Date;Status;ComplaintType;Report_name
13. Complaint of Shri Om Prakash Chaturvedi, journalist, Dainik Bhaskar, Jhansi, Madya Pradesh against anti-social elements.;March27, 2002;Dismissed;Harassment of Newsmen;AnnualReport2002
14. Complaint of Shri Vijay Singh Raghuvanshi, Journalist, Vidisha, Madhya Pradesh against police authorities.;March27, 2002;Closed with observations;Harassment of Newsmen;AnnualReport2002
15. Complaint of Shri Sanjeev Kumar Jain, Journalist, Vidisha, Madhya Pradesh against police authorities.;March27, 2002;Dismissed;Harassment of Newsmen;AnnualReport2002
16. Complaint of Shri Vijay Kumar Bharati, Editor, Ashoka Express against police authorities.;March27, 2002;Dismissed;Harassment of Newsmen;AnnualReport2002
17. Complaint of Shri Pawan Sahyogi, Correspondent/Editor, Hind Yuva Reporter, Ghonda, New Delhi against Executive Engineer, Delhi Municipal Corporation.;March27, 2002;Dismissed;Harassment of Newsmen;AnnualReport2002
"18. Complaint of Shri Sunil Wasker, Editor, ""Aaj Rashtrasatta"", Nasik against Mrs. Maya Sonawane, Tehsildar, Igatpur against S.H.O. (Police), Igatpuri.";March 27, 2002;Dismissed;Harassment of Newsmen;AnnualReport2002
19. Complaint of Prof. MR Tripathi, Bhrashtachar Niyantran, Bhopal against DAVP;August 7,2001;Disposed of with directions;Facilities to the Press;AnnualReport2002
20. Complaint of Shri Kailash Shrivastav, M.P. Small Newspaper Editors Federation, Bhopal, M.P. against Director, I&PRD, Government of Madhya Pradesh.;August 7,2001;Dismissed;Facilities to the Press;AnnualReport2002
21. Complaint of Shri Mohan Krishna Nagpal and Shri Babu Ram Bansal, President and General Secretary of Punjab Union of Journalists against District Public Relations Officer, Bhatinda.;August 7,2001;Proceedings dropped;Facilities to the Press;AnnualReport2002
22. Complaint of Shri Praveen Gupta, Editor, Public Asia, Delhi against Director, Information and Publicity, Government of Delhi.;August 7,2001;Disposed of with directions;Facilities to the Press;AnnualReport2002
23. Complaint of Mohd. Anas Siddiqui, Journalist, Raj Sahara, District Ghaziabad against Director, I&PRD, Government of NCT of Delhi.;August 7,2001;Disposed of with directions;Facilities to the Press;AnnualReport2002
24. Complaint of Shri Dilip Bisoi, Staff Correspondent, Financial Express, Bhubaneswar against the C.T.O. Officials.;August 7,2001;Proceedings dropped;Facilities to the Press;AnnualReport2002
25. Complaint of the Managing Editor, Malayala Manorama, Kottayam, Kerala against Vice Chancellor, Calicut University, Calicut.;August 7,2001;Proceedings dropped with observations;Facilities to the Press;AnnualReport2002
26. Complaint of Shri Ghanshyam Verma, President, Rajasthan Small & Periodical Newspaper Editor's Council, Ajmer (Rajasthan) against DAVP.;August 7,2001;Strong disapproval;Facilities to the Press;AnnualReport2002
27. Complaint of Shri C S Kalra, Editor, University Today, New Delhi against The Chief Post Master General, Delhi Postal Circle, New Delhi.;December 3,2001;Upheld;Facilities to the Press;AnnualReport2002
28. Complaint of Shri U.S. Josh, Publisher/Printer, Dilli Ke Sholey against Director, Information and Publicity, Government of National Capital Territory of Delhi.;February 25, 2002;Disposed of in view of the assurance given by the respondent;Facilities to the Press;AnnualReport2002
29. Complaint of Shri Ramesh Maheshwari, Editor, Pragastisheel Manch, Bhopal against Directorate of Information and Public Relations, Government of Madhya Pradesh, Bhopal.;February 25, 2002;Disposed of with directions;Facilities to the Press;AnnualReport2002
30. Complaint of Shri B. Suresh, Udyoga Prabha, Bangalore against I&PRD, Government of Karnataka.;February 25, 2002;Disposed of with directions;Facilities to the Press;AnnualReport2002
31. Complaint of Shri Vattiyoorkayu Madhu, Publisher, Kairali Prasnam, Thiruvananthapuram, Kerala against DAVP.;February 25, 2002;Closed as settled;Facilities to the Press;AnnualReport2002
32. Complaint of Shri Jag Mohan Tiwari, Rashtra Ka Aahwahan, Bhopal against Director, Information & Public Relations Department, Government of Madhya Pradesh.;March27, 2002;Closed with directions;Facilities to the Press;AnnualReport2002
33. Complaint of Shri Jagdish Kumar Rathore, President, Bhartiya Patrakar Sangathan and Chief Editor, Jagdish Times, New Delhi against Director, I & PRD, Government of NCT of Delhi.;March27, 2002;Dismissed;Facilities to the Press;AnnualReport2002
34. Complaint of Shri A.S. Thakur, Editor, Akhand Jyot, Delhi against DAVP.;March27, 2002;Disposed of with directions;Facilities to the Press;AnnualReport2002
"35. Complaint of Shri Vasant M. Sapre, General Manager ""The Daily Pudhari"", Kolhapur against the Vice Chancellor and Registrar, Shivaji University, Kolhapur.";March27, 2002;Disposed;Facilities to the Press;AnnualReport2002
