Complaint;Date;Status;ComplaintType;Report_name
13. Complaint of Shri Gurmail Kumboj, Singh Chief Editor, Insaniyat, Punjabi Weekly, Ludhiana against Shri Navdeep Singh Sidhu, Tehsildar, Naib Jagraon and Shri Balbir Singh, Clerk, West Ludhiana Tehsil, Punjab;March 31, 2010;Assurance;Harassment of Newsmen;AnnualReport2010
14. Complaint of Shri Harjit Dua, Accredited Freelancer Journalist, Delhi against the Police Authorities, Delhi ;March 31, 2010;Upheld ;Harassment of Newsmen;AnnualReport2010
15. Complaint of Shri Harpreet Singh Preet, Journalist, Vishva Varta, Kotakpura, Punjab against Shri Harjinder Singh Painter and the Police Authorities, Kotakpura, Punjab ;March 31, 2010;Withdrawn;Harassment of Newsmen;AnnualReport2010
16. Complaint of Shri Vaishya Ramkumar Gupta, Chief Editor, Vaishya Lehar, Lucknow against the Project Director, District Corporation Development Authorities, Lucknow, Uttar Pradesh;March 31, 2010;Dismissed for non pursuance;Harassment of Newsmen;AnnualReport2010
17. Complaint of Shri Sultan Shaheryar Khan, District Correspondent, The Pioneer, Sonebhadra, Uttar Pradesh against Shri Nerpendra Kumar, Chief General Manager, Northern Coalfields Ltd., Singrauli, Sidhi, M.P.;March 31, 2010; Sub-judice;Harassment of Newsmen;AnnualReport2010
18. Complaint of Shri Mahavir Yadav, Correspondent, Amar Ujala, District Balia, U.P. against the Local Police Authorities ;March 31, 2010;Directions;Harassment of Newsmen;AnnualReport2010
19. Complaint of Shri Rajendra Kumar Gupta, Editor, Dharamyudh aur Sansani, Indore, M.P. against the Anti Social. Elements and the Local Police Authorities, Madhya Pradesh ;March 31, 2010;Dismissed;Harassment of Newsmen;AnnualReport2010
20. Complaint of Shri Ram Khelavan Bhartiya, Chief Editor, Chaturanan, Authorites Sitapur, U.P. against the Police ;March 31, 2010;Sub-judice;Harassment of Newsmen;AnnualReport2010
21. Complaint of Shri Khurshid Alam, Correspondent, Bhaskar Darshan and Uttam Hindu and Shri Salek Chand Verma, Correspondent of Rashtriya Sahara, Muzaffarnagar, U.P. against Anti Social Elements and the Local Police Authorities ;March 31, 2010 ;Assurance ;Harassment of Newsmen;AnnualReport2010
22. Complaint of Choudhary Vedprakash Singh Chahar, Senior Sub Editor, Aaj, Agra, U.P. against Anti Social Elements and the Local Police Authorities;March 31, 2010 ;Disposed off ;Harassment of Newsmen;AnnualReport2010
23. Complaint of Shri Upendra Pal Singh 'Pawan', Editor, Surya Ka Ujala, Aligarh, Uttar Pradesh against the District Information Office, Aligarh, Uttar Pradesh ;June 9, 2009;Closed with observations ;Facilities to the Press;AnnualReport2010
24. Complaint of Prof. Mungaram Tripathi, Chief Editor, Bharashtachar Niyantran, Bhopal (Madhya Pradesh) DAVP, against the New Delhi ;June 9, 2009;ClosedGrievance redressed;Facilities to the Press;AnnualReport2010
25. Complaint of Shri S.K. Navratan, Publisher, Dainik Rajpath, Uttar Pradesh against the Director DAVP, General, New Delhi ;September 7, 2009 ;ClosedGrievancе redressed;Facilities to the Press;AnnualReport2010
26. Complaint of Shri S.S. Mehta, Secretary, General Bihar Non-daily Union, Bihar Newspapers against Director, the Managing Bihar Marketing State Agriculture Council, Patna ;September 7, 2009 ;Disposed off with observations;Facilities to the Press;AnnualReport2010
27. Complaint of Shri Arvind Correspondent, Shukla, Sputnik, Lucknow, U.P. against the Information Relations & Public Department, Government of Uttar Pradesh, Lucknow, U.P. February ;22, 2010;Upheld;Facilities to the Press;AnnualReport2010
28.Complaint of Shri Sanjeev Kumar Saxena, Editor, Dharti Dhuan, Shahjahanpur, U.P. against the Information & Public Relations Department, Government of Uttar Pradesh, Lucknow, U.P. ;February 22, 2010 ;Directions ;Facilities to the Press;AnnualReport2010
29.Complaint of Shri Thakur Manoj Kumar 'Manojanand', Swadesh Sukhad Sandesh, Haridwar, Uttarakhand against the Information & Public Relations Department, Government of Uttarakhand, Dehradun ;February 22, 2010 ;Dismissed;Facilities to the Press;AnnualReport2010
30.Complaint of Shri Surendra Agarwal, Chief Editor, Surya Jagran and Bureau Chief, Dainik Bhaskar, Dehradun, Uttarakhand against Shri Ramesh Pokhriyal Nishank, the then Cabinet Minister, Dehradun;February 22, 2010 ;Withdrawn;Facilities to the Press;AnnualReport2010
31.Complaint of Shri Surendra Agarwal, Chief Editor, Surya Jagran and Bureau Chief, Dainik Bhaskar, Dehradun, Uttarakhand against the Information & Public Relations Department, Government of Uttarakhand, Dehradun ;February 22, 2010 ;Withdrawn;Facilities to the Press;AnnualReport2010
32.Complaint of Shri Ashok Kumar 'Navratan', correspondent, Dainik Rajpath, Aligarh, Uttar Pradesh against the Information & Public Relations Department, Government of Uttar Pradesh, Lucknow ;February 22, 2010 ;ClosedGrievance redressed ;Facilities to the Press;AnnualReport2010
33. Complaint of Shri Chandramani Raghuvanshi, Publisher/Printer, Bijnor Times, Bijnor, U.P. against the DAVP, New Delhi  ;February 22, 2010 ;Closed;Facilities to the Press;AnnualReport2010
34. Complaint of Shri S.N. Lal, National President, North India Journalist Welfare Association, Lucknow against the DAVP, New Delhi ;March 31, 2010 ;Dismissed;Facilities to the Press;AnnualReport2010
35. Complaint of Shri Amarnath Seth, District Correspondent, Punjab Kesari and President of Uttar Pradesh Journalist Association, Mirzapur against the I&PRD, Mirzapur, Uttar Pradesh ;March 31, 2010 ;Withdrawn;Facilities to the Press;AnnualReport2010
