Complaint;Date;Status;ComplaintType;Report_name
21. Complaint of Sh. Shankar Lal Saini, District correspondent, Churu, Rajasthan against officials of Health Department, Rajasthan.;Disposed with observations;Rejected;Harassment of Newsmen;AnnualReport1993
22. Complaint of Sh. Joginder Singh Bisht, Ranikhet based correspondent. of Navbharat Times against police authorities of U.P.;March 31, 1993;Disposed with observations;Harassment of Newsmen;AnnualReport1993
23. Complaint of M. Somachari, Editor, Godavariloya Prathighatana Mushe-erabad, Hyderabad against the Po-lice of Andhra Pradesh for harass-ment.;March 31, 1993;Upheld;Harassment of Newsmen;AnnualReport1993
24. Complaint of Editor, Aligarh Path re-garding harassment by Commandant Home Guard and C.O. Police.;March 31, 1993;Upheld;Harassment of Newsmen;AnnualReport1993
25. Complaint of Sh. Brijendra Kumar Mishra, Journalist, Baharaich Mail against police officials of Thana Dargah.;March 31, 1993;Dismissed;Harassment of Newsmen;AnnualReport1993
26. Complaint of Sh. Ajay Kumar Bose, Correspondent, Madhyaken Weekly through Sh. Shravan Gaurav, Na-tional Vice-President, Small Press Association of India, U.P. against the Police authorities for atrocities;March 31, 1993;Upheld;Harassment of Newsmen;AnnualReport1993
27. Complaint of Sh. Savika Dharampal, Publisher and Editor Daily 'Savika' against S.H.O., police station, Itawa, U.P.;March 31, 1993;Sub-judice;Harassment of Newsmen;AnnualReport1993
28. Complaint of Sh. D.A. Siddiqui, Edi-tor, 'Roorki-Darpan' against S.D.M., Roorki regarding harassment and threats.;March 31, 1993;Dismissed;Harassment of Newsmen;AnnualReport1993
29. Complaint of Sh. Naveen Kumar Sharma, Journalist, Dainik Udgaar, Bhind against police officials of M.P.;March 31, 1993;Assurance by authorities;Harassment of Newsmen;AnnualReport1993
30. Complaint of Sh. Ramesh Sahu, Chief Editor, 'Hindu Ki Garjana' against police officials.;March 31, 1993;Dismissed;Harassment of Newsmen;AnnualReport1993
31. Complaint of Dr. A.S. Khan, Editor, 'Jag Bharat Times' against S.H.O., Preet Vihar;March 31, 1993;Dismissed;Harassment of Newsmen;AnnualReport1993
32. Complaint of Pt. Vasudev Sridhar Desai, Working Journal-ist against Government of Madhya Pradesh.;March 31, 1993;Sub-judice;Harassment of Newsmen;AnnualReport1993
33. Complaint of the Editor, Yug Seva against, Government of Madhya Pradesh.;June 22, 1992;Disposed with observations;Facilities to the Press;AnnualReport1993
34. Complaint of the Editor, 'Akash Marg' Daily against Government of Bihar regarding non-release of advertisements.;June 22, 1992;Assurance by authorities;Facilities to the Press;AnnualReport1993
35. Complaints of the publisher 'The Daily Pilot' against the Punjab Elec-tricity Board Patiala for non release of advertisements.;June 22, 1992;Dismissed;Facilities to the Press;AnnualReport1993
36. Complaint of the Editor, 'Inkisaf against Railway authorities.;September 9, 1992;Assurance by authorities;Facilities to the Press;AnnualReport1993
37. Complaint of Sh Vijay Kumar Jha, correspondent 'Patliputra Times,' against the Information & Public Relations Deptt. of Bihar Govt. for can-celling his Press Accreditation.;January 6, 1993;Disposed with observations;Facilities to the Press;AnnualReport1993
38. Complaint of the Editor/publisher, 'Yuva Sanklap' publishing from Jabalpur against the Govt. of M.P. for non-release of advertisements.;January 6, 1993;Rejected;Facilities to the Press;AnnualReport1993
39. Complaint of Sh. K. Sudhakar Patnaik, Journalist, Indian Express, Koraput vs. Govt. of Orissa.;January 6, 1993;Settled;Facilities to the Press;AnnualReport1993
40. Complaint of Sh. Prabir kumar Sarkar, Editor, 'Coal Field Times' Bengali Weekly against Eastern Coal Fields Ltd., Calcutta.;March 31, 1993;Rejected ;Facilities to the Press;AnnualReport1993
41. Complaint of Sh. Prem Prakash Gen-eral Secretary, News Cameramen's Association, New Delhi against Elec-tion Commission of India, New Delhi.;March 31, 1993;Disposed with observations;Facilities to the Press;AnnualReport1993
42. Complaint of Sh. Prem Prakash, Gen-eral Secretary, News Cameramen's As-sociation, New Delhi against Govt. for denial of access to news at Indira Gan-dhi International Airport.;March 31, 1993;Disposed with observations;Facilities to the Press;AnnualReport1993
43. Complaint of Sh. Shitala Bax Singh, journalist and others against the Distt. Admn. Hardoi, for denying authority letter and other facilities for coverage of election events.;March 31, 1993;Assurance by authorities;Facilities to the Press;AnnualReport1993
44. Complaint of Sh. Narayan Das Maurya, Editor, Samanata Weekly against the Administration, Munici-pal Committee, Piparia, M.P. .;March 31, 1993;Disposed with observations;Facilities to the Press;AnnualReport1993
45. Complaint of Sh. C.S. Dev, Chair-man, Bihar Non Daily Newspapers Union against the State Agriculture Marketing Board for not releasing advertisements to local small newspapers.;March 31, 1993;Disposed with observations;Facilities to the Press;AnnualReport1993
46. Complaint of Sh. Bal Krishan Verma, Chief Editor, Swaran Darpan, Jhansi against Sh. D.P. Singh, Deputy Direc-tor, National Soil Conservation (Agriculture) Directorate Jhansi;March 31, 1993;Dismissed;Facilities to the Press;AnnualReport1993
47. Complaint of Editor, Mazdoor Morcha, Faridabad against the Government of Haryana and Postal Authorities, Government of India.;March 31, 1993;Assurance by authorities;Facilities to the Press;AnnualReport1993
48. Complaint of Sh. Aziz Jhansvi, Editor, daily 'Inkishaf against the Director, I&PRD for stopping the advts.;March 31, 1993;Dismissed as settled and withdrawn;Facilities to the Press;AnnualReport1993
49. Complaint of the Editor, Bhilai Times against Special Area Develop-ment Authority, Bhilai.;March 31, 1993;Dismissed;Facilities to the Press;AnnualReport1993
50. Complaint of Dr. Rajjab Khan, Edi-tor, Publisher & Owner, daily 'Fauladi Kalam' against Public Relations Dept. Madhya Pradesh.;March 31, 1993;Withdrawn;Facilities to the Press;AnnualReport1993
51. Complaint of Sh. Ramesh Chandra Aggarwal of 'Dainik Bhaskar' against MP Housing Board for adopt-ing discriminatory policy in the mat-ter of release of advts.;March 31, 1993;Withdrawn;Facilities to the Press;AnnualReport1993
52. Complaint of Sh. Baburam Bansal, Convenor, Punjab Journalist Union against the Punjab Public Relations Department for denying Press Accreditation.;March 31, 1993;Assurance by authorities;Facilities to the Press;AnnualReport1993
53. Complaint of Sh. Babu Ram Bansal, Convenor, Punjab Journalists Union against Chief General Manager, Telecom, Ambala and Distt. Engi-neer, Bathinda for rendering their telephone unserviceable.;March 31, 1993;Dismissed;Facilities to the Press;AnnualReport1993
54. Complaint of Sh. Babu Ram Bansal, Convenor, Punjab Journalist Union regarding the suppression of right of information.;March 31, 1993;Dismissed;Facilities to the Press;AnnualReport1993
55. Complaint of the Editor, Balcharcha against Chairman, Nagar Palika, Jalaon for non-payment of bills.;March 31, 1993;Dismissed;Facilities to the Press;AnnualReport1993
56. Complaint of Editor-in-chief Jagat Kranti against SDO Telephones, Jind for disturbing telephone lines.;March 31, 1993;Assurance by Authorities;Facilities to the Press;AnnualReport1993
57. Complaint of Sh. C.S. Dev, Chair-man, Bihar non daily Newspaper Union, Forbasganj (Purnia) Bihar against the Chief Public Relations officer, Northeast Frontier Railway, Maligaon for non release of adver-tisements to small newspapers.;March 31, 1993;Dismissed;Facilities to the Press;AnnualReport1993
58. Complaint of Sh. Satish Kumar Editor, 'Mazdoor Morcha' against the Officer of M/s.Maruti Udyog Ltd. for snatching bundles of newspapers and inaction of police in the matter;March 31, 1993;Upheld;Curtailment of Press Freedom;AnnualReport1993
59. Complaint of the Editor, The-ekhathir, Tamil daily published from Madurai regarding violent attacks on his daily and failure of police and State Admn. to prevent such attacks.;March 31, 1993;Partially upheld;Curtailment of Press Freedom;AnnualReport1993
60. Complaint of Chief Executive, Murasoli, Tamil daily, against failure of police, fire service and State Admn. in preventing attacks, arson etc., on Murasoli premises.;March 31, 1993;Assurance by Authorities;Curtailment of Press Freedom;AnnualReport1993
61. News-item captioned 'Journalists arrest under TADA flayed' appearing in 12.9.91 issue of the Hindustan Times-suo-motu action;March 31, 1993;Assurance by Authorities;Curtailment of Press Freedom;AnnualReport1993
62. Complaint of Sh. Sayed Shabihul Hassan Editor/Publisher Shaboroze weekly, Bahraich against the police authorities Dargha Sharif, U.P.;March 31, 1993;Upheld;Curtailment of Press Freedom;AnnualReport1993
63. Complaint of Sh. B.S. Malwa, Chief Editor, Amar Kiran, Hindi daily Durg, (M.P.) against the Government of M.P.;March 31, 1993;Disposed with observations;Curtailment of Press Freedom;AnnualReport1993
﻿1. Complaint of the Joint Convenor, Joint Action Committee of Jour-nalists, Durgapur against the Government of West Bengal.;June23,1997;Dropped for non-prosecution;Harassment of Newsmen;AnnualReport1998
2. Complaint of Shri Satu Roy, Gen-eral Secretary, Karimganj Press Club, Assam against Security Personnel, Badarpur Constituency.;June23,1997;Disapproval;Harassment of Newsmen;AnnualReport1998
3. Complaint of Shri D.V.M. Maheshwari, Journalist against a local police officer for his wild gesticulations during the Gujarat Chief Minister's press meet at Dumara village.;June23,1997;Disapproval;Harassment of Newsmen;AnnualReport1998
4. Complaint of Sh. Satubha Kanubha Vaghela, Editor, Surendranagar Times against the Collector, Surendranagar District, Gujarat. Upheld;June23,1997;Upheld ;Harassment of Newsmen;AnnualReport1998
5. Complaint of Shri Bhau Saheb Kadam, Editor, Dainik Sindhudurg Samachar, Kolhapur against Dy. Superintendent of Police (City), Kolhapur.;June23,1997;Upheld;Harassment of Newsmen;AnnualReport1998
6. Complaint of Shri Chandrashekhar Dev, Chief Editor, Yuva Prayas, Forbsganj, Bihar against local police authorities.;June23,1997;Upheld;Harassment of Newsmen;AnnualReport1998
7. Complaint of Shri Satish Kumar, Mazdoor Morcha, Faridabad against police authorities.;June23,1997;Upheld;Harassment of Newsmen;AnnualReport1998
8. Complaint of Shri Shabuddin Khan Saify, Qamar Express, Delhi against police authorities.;June 23, 1997 ;Dropped with observations;Harassment of Newsmen;AnnualReport1998
9. Complaint of Shri P.C. Jain, Editor-in-Chief, The Page, New Delhi against Haryana Police.;June 23, 1997 ;Withdrawn;Harassment of Newsmen;AnnualReport1998
10. Complaint of Shri Suraj Prakash Malik, Editor, Suraj Kesari, Muzaffarnagar against District Manager, Telecommunication, Muzaffarnagar.;September  22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
11. Complaint of Shri Mukesh Babu Kashyap, Journalist, Bareilly against police authorities.;September  22, 1997;Dismissed on merits;Harassment of Newsmen;AnnualReport1998
12. Complaint of Shri Amit Prakash Aggarwal, Chief Editor, 'Hapur Uday' against Dy. Superintendent of Police, Hapur.;September  22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
13. Complaint of Sh. Sunil Kumar, Reporter, Muzaffarnagar Ujala Dai-ly, Gaon Sadpur, Thana Jansath, District Muzaffarnagar (U.P.) against police authorities.;September  22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
14. Complaint of Dr. Ram Sewak Bajpai, Journalist, Unnao against the residents of Unnao (in connivance with the local police).;September  22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
15. Complaint of Shri Rajesh Bajpeyi, District Correspondent, Swatantra Chetna, Unnao against District Administration & District police authorities.;September  22, 1997;Dismissed on merits;Harassment of Newsmen;AnnualReport1998
16. Complaint of Shri Vinod Kumar Nayak, Editor, Jhansi Apradh Samachar, Hindi Weekly, Jhansi against Dr. Banwari Lal, Assistant Income Tax Commissioner, Jhansi.;September 22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
17. Complaint of Shri Pramod Kumar Srivastava, Special Correspondent, News Gleyer Times, Lucknow against Sub-Inspector and Constable of City Police Station, Lucknow.;September 22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
18. Complaint of Shri Milander Chauhan, Journalist, Itawah, against police authorities, Itawah, U.P.;September 22, 1997;Dismissed on merits;Harassment of Newsmen;AnnualReport1998
19. Complaint of Shri Deepak Roy, Journalist & Press Photographer, Malda against District Police Ad-ministration.;September 22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
20. Complaint of Shri Kishori Lal, Correspondent, Weekly Newspaper in Bihar regarding harassment of journalists in Bihar.;September 22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
21. Complaint of Shri Rajpal Singh, Editor, Saptahik Vichar Prahari Times, Meerut against police constables of Sardhana police station.;September 22, 1997;Sub-judice;Harassment of Newsmen;AnnualReport1998
22. Complaint of Ch. Amar Singh Johari, Journalist, Panipat against S.P., Panipat.;September 22, 1997;Dismissed on merits;Harassment of Newsmen;AnnualReport1998
23. Complaint of Shri Rajender Kumar Pandeya, Publisher, Megadh Ki Awaz, Hindi Weekly against Shri Raj Vallabh Yadav, Local MLA.;September 22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
24. Complaint of Shri Pramod Bhargava, Correspondent, Jansatta, Shivpuri against City Inspector, Kerala.;September 22,1997;Dismissed on merits;Harassment of Newsmen;AnnualReport1998
25. Complaint of Shri Satyanarayan Sharma, Consultant Editor, Daily Din Raat, Bhind, M.P. against police authorities.;September 22,1997;Directions;Harassment of Newsmen;AnnualReport1998
26. Complaint of Sh. Mahesh Choudhari, Chief Editor, Chamba Malav Express, Mehgaon (Bhind) against City Inspector, Mehgaon (Bhind).;September 22,1997;Closed for non-prosecution;Harassment of Newsmen;AnnualReport1998
b. Complaint of Sh. Mahesh Choudhari, Chief Editor, Chamba Malav Express, Mehgaon (Bhind) against City Inspector, Mehgaon (Bhind).;September 22,1997;Closed for non-prosecution;Harassment of Newsmen;AnnualReport1998
27. Complaint of Shri Govind Rai, Chief Editor, Shilalekh, Hindi Weekly, Gwalior against police authorities, Gwalior, M.P.;September 22,1997;Sub-judice;Harassment of Newsmen;AnnualReport1998
28. Complaint of Shri Subhash Singh Thakur, Publisher/Editor, Patrakara Ankushika, Baitul against police officials, Chicholi for harassment.;September 22,1997;Upheld;Harassment of Newsmen;AnnualReport1998
29. Complaint of Shri Rajesh Dubey, Editor, Publisher, Owner, Dehakte Hui Samachar against police authorities.;September 22,1997;Upheld;Harassment of Newsmen;AnnualReport1998
30. Complaint of Shri Ramesh Kumar Upadhyay, Chief Editor, Bundelkhand Prahari, Karvi against Shri Ram Kishan Tripathi, LDC.;September 22,1997;Upheld;Harassment of Newsmen;AnnualReport1998
31. Complaint of Smt. Sarla Shukla, Farukhabad against police authorities.;September 22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
32. Complaint of Chief Editor, Kanchan Express, New Delhi against SHO, Hazrat Nizamuddin, New Delhi.;September 22, 1997;Upheld (Strong Disapproval);Harassment of Newsmen;AnnualReport1998
33. Complaint of Sh. Anil Kumar Sharma, Editor/Publisher, Swatantra Shahadra Mail, against Asstt. Sub-Inspector for misbehaving and confiscating Identity Card.;September 22, 1997;Dismissed on merits;Harassment of Newsmen;AnnualReport1998
34. Complaint of Sh. Mukundan C. Menon, Trivandrum against Kerala Police, Trivandrum (Kerala).;September 22, 1997;Proceedings dropped;Harassment of Newsmen;AnnualReport1998
35. Complaint of the President, Banga Employees Union, Siliguri against police authorities.; November 20, 1997;Sub-judice;Harassment of Newsmen;AnnualReport1998
36. Complaint of Sh. Bhartruhari, Ed-itor, Prajatantra, Cuttack against State Govt. of Orissa.; November 20, 1997;Settled;Harassment of Newsmen;AnnualReport1998
37. Complaint of Sh. Prem Chand. Pandey, Editor, Champaran Visphot, Betia against Sh. Santosh Kumar Pritam, Treasury Officer, Betia, Champaran.; November 20, 1997;Dismissed;Harassment of Newsmen;AnnualReport1998
38. Communication from Sh. R.K. Roy and Sh. Praveen Kumar, Ranchi regarding attack on journalists.; November 20, 1997;Directions;Harassment of Newsmen;AnnualReport1998
39. Complaint of Sh. Narayan Prasad Nayara, Editor/Publisher, Kishan Ganj Express, Kishan Ganj against Supply Inspector, Kishan Ganj.; November 20, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
40. Complaint of Ms. Namita Tewari, Correspondent, The Hindustan Times and The Hindustan, Suresh Nagar, Hazaribagh, Bihar against the police authorities, Hazaribagh.;November 20, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
41. Complaint of Sh. Kamal Giri (Udhamsingh Nagar) against Su-perintendent of Police.;November 20, 1997;Disapproval;Harassment of Newsmen;AnnualReport1998
42. Complaint of Sh. Santosh Tiwari, Journalist, District Shahjahanpur against Superintendent of Police, Khuttar.;November 20, 1997;Directions;Harassment of Newsmen;AnnualReport1998
43. Complaint of Shri Pramod Kumar Sharma, District Correspondent, Dainik Suhag Times, Ferozabad (U.P.) against District Collector, U.P.;November 20, 1997;Directions;Harassment of Newsmen;AnnualReport1998
44. Complaint of Sh. Arun Kumar Sharma, Editor, Roshni Aur Parda Weekly, against Shri Manoj Singh, Suryavanshi.;November 20, 1997;Directions;Harassment of Newsmen;AnnualReport1998
45. Complaint of Shri S.M.A. Kadri, Editor, Pratikshan Times, Bahriach, U.P. against District Magistrate, Bahraich, U.P.;November 20, 1997;Directions;Harassment of Newsmen;AnnualReport1998
46. Complaint of Shri Radhey Shyam Yadav, Journalist, Itawa against Station House Officer, Usrapur, U.P.;November 20, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
47. Complaint of Shri O.P. Pandey, Chief Editor, Ghar Ghar Ki Laaj against District Magistrate, Jalaun, U.P;November 20, 1997;Disapproval;Harassment of Newsmen;AnnualReport1998
48. Complaint of Mr. Nawab Ali Khan, Editor, Haath Ka Pathar, Weekly against Mr. Raja Ram Katiyar, Conductor, working in Farukhabad Depot Transport Corporation.;November 20,1997;Grievance redressed (settlement);Harassment of Newsmen;AnnualReport1998
49. Complaint of Shri R.C. Likhariya, Managing Editor, Bharat Apradh Samachar, Jhansi against The Executive Engineer, Small Irrigation Division, Jhansi, U.P.;November 20,1997;Matter closed-dismissed;Harassment of Newsmen;AnnualReport1998
50. Complaint of Shri Manmohan Singh Lakhera and Sh. Pratap Singh Parwana, General Secretary & Pres-ident, Doon Press Club, Dehradun against police authorities and BJP's workers.;November 20,1997;Disapproval;Harassment of Newsmen;AnnualReport1998
51. Complaint of Shri Umesh Chander Srivastava, District President, Gramin Patrakar Association against police authorities.;November 20,1997;Directions;Harassment of Newsmen;AnnualReport1998
52. Complaint of Shri Ramkishore Gupta, Editor, Unnao, U.P. against police authorities.;November 20,1997;Directions;Harassment of Newsmen;AnnualReport1998
53. Complaint of Dr. Om Prakash 'Prakash', Editor, Elan-E-Tikait against police authorities of Barabanki.;November 20,1997;Upheld.;Harassment of Newsmen;AnnualReport1998
54. Complaint of Shri Lalji Bharmer, Officiating Editor, Rashtriya Chinha, Hindi daily, Gorakhpur against Abha Singh, Police Superintendent.;November 20,1997;Upheld;Harassment of Newsmen;AnnualReport1998
55. Complaint of Shri Dhirender Vidyarthi, Staff Correspondent, Hindustan, Sitapur against District Magistrate, Sitapur.;November 20,1997;Disapproval;Harassment of Newsmen;AnnualReport1998
56. Complaint of Shri Rajender Bhardwaj, Correspondent, Dainik Tribune against Superintendent of Police, Ambala Cantt.;November  20, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
57. Complaint of Shri Mohan Nagpal, Editor, The Pilot, Bhatinda against the Chief Secretary, govt. of punjab and Deputy Commissioner, Bhatinda.;November  20, 1997;Closed for lack of substance;Harassment of Newsmen;AnnualReport1998
58. Complaint of Miss Afshan Sheikh, Press Correspondent, Hind Samachar Group of Newspapers, Malerkotla against police authorities.;November  20, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
59. Complaint of News Editor, Dainik Sambad, Agartala against Govt. of Tripura.;January  22, 1998;Proceedings drop-ped- grievance redressed;Harassment of Newsmen;AnnualReport1998
60. Complaint of Shri P. Dutta Bhaumik, News Editor, Dainik Sambad, Agartala against anti-social ele-ments.;January  22, 1998;Sub-judice;Harassment of Newsmen;AnnualReport1998
61. Complaint of Shri Ved Prakash Malik, President, All India Small & Medium Newspapers Federation, Jind (Haryana) against Shri Brij Mohan Singhla, MLA, Jind.;January  22, 1998;Strong disapproval of language;Harassment of Newsmen;AnnualReport1998
62. Complaint of Shri Amin Bhat, Managing Editor, Tamel-E-Irshad Fort, Handwara against Indian Se-curity Forces.;January  22, 1998;Withdrawn;Harassment of Newsmen;AnnualReport1998
63. Complaint of Shri Rakesh Jariwala, Commercial Editor, Indian Tender & Auction Mail, New Delhi against Department of Information and Pub-licity, Govt. of NCT of Delhi.;January  22, 1998;Proceedings dropped-complaint without substance;Harassment of Newsmen;AnnualReport1998
64. Complaint of Shri Praveen Kumar, Editor, Justice & Law, Karnal against Shri Ramesh Sehgal, IPS, DGP, Haryana.;January 22, 1998;Disposed with directions;Harassment of Newsmen;AnnualReport1998
65. Complaint of Shri M. Jameel Akhtar, District Correspondent, Medhepura against Police Authorities, Murliganj.;January 22, 1998;Disposed with directions;Harassment of Newsmen;AnnualReport1998
66. Complaint of Shri Sushil Kumar Bagi, Correspondent, Prabhat Khabar against Vice President, Adhisuchit Kshetra Samiti, Motipur.;January 22, 1998;Upheld;Harassment of Newsmen;AnnualReport1998
67. Complaint of Ms. Anasuya Nanda, Editor, Sansar, Oriya Monthly, Cuttack against DAVP.;January 22, 1998;Closed with directions;Harassment of Newsmen;AnnualReport1998
68. Complaint of Shri K.C. Chaudhuri, Columnist, P.O. Kanjaban Town-ship, Tripura against the Govt. of Tripura.;June 23, 1997;Dismissed on merits;Facilities to the Press;AnnualReport1998
69. Communication from Pandit Sanjib Narayan Das, Chairman, All Assam Jugar Sandhan Press Research Association, Guwahati (Assam) re-garding non-return of his camera by Security Officer, Parliament House.;June 23, 1997;Upheld;Facilities to the Press;AnnualReport1998
70. Complaint of Shri Om Prakash Agarwal, Editor, Yuwa Samuh, Wardha against Govt. of Maharashtra.;June 23, 1997;Grievance redressed (settlement);Facilities to the Press;AnnualReport1998
71. Complaint of Shri M. Shoaib Ahmed Kannauji, Executive Editor, Roshan-E-Vatan against Director, Deputy Director & District Information Officer, Mumbai, Nagpur, Wardha respectively.;June 23, 1997;Disposed with directions;Facilities to the Press;AnnualReport1998
72. Complaint of Mohd. Shoaib Ahmed Kannauji, Chief Editor, Roshan-E-Vatan, Wardha regarding non-is-suance of advertisements.;June 23, 1997;Directions;Facilities to the Press;AnnualReport1998
73. Complaint of Shri N.D. Sharma, General Secretary, Patrakar Parishad, Panipat against General Manager and PRO National Fertilizer Ltd., Panipat.;June 23, 1997;Disposed with directions;Facilities to the Press;AnnualReport1998
74. Complaint of Shri N.D. Sharma, Editor, Diplomat International, Panipat against SDO, Telephones, Panipat and GM, Telephones, Karnal.;June 23, 1997;Dropped - grieva-nce redressed;Facilities to the Press;AnnualReport1998
75. Complaint of the Editor, Good Haryana, Jind against I&PRD, Govt. of Haryana.;June 23, 1997;Dismissed on merits;Facilities to the Press;AnnualReport1998
76. Complaint of Shri Praveen Singhal, Journalist, Panipat against Editor, Pradhan Azad Kesari, Panipat.;June 23, 1997;Upheld;Facilities to the Press;AnnualReport1998
77. Complaint of Shri Jainarayan Saxena, Publisher & Editor, Mazdoor Chetna, weekly, Kota against Information & Public Relations Department, Govt. of Rajasthan.;June 23, 1997;Settled;Facilities to the Press;AnnualReport1998
78. Complaint of Shri C.S. Kalra, Ed-itor, University Today, New Delhi against Director, Central Institute of Higher Tibetan Studies, Varanasi.;June 23, 1997;Disposed with directions;Facilities to the Press;AnnualReport1998
79. Complaint of Shri Ashok Kumar, Managing Director, Samachar Samvad, Delhi against Press Infor-mation Bureau and Ministry of Information & Broadcasting.;June 23, 1997;Dismissed on merits;Facilities to the Press;AnnualReport1998
80. Complaint of Dr. Sayeed Ahmed, Representative, Janvarta forwarded by Shri Daya Ram Yadav, against Department of Telecommunication, U.P. Zone, Lucknow.;September 22, 1997;Upheld;Facilities to the Press;AnnualReport1998
b. Complaint of Dr. Sayeed Naseer Ahmed, Representative, Janvarta, Varanasi against Telecommunications Deptt.;September 22, 1997;Upheld;Facilities to the Press;AnnualReport1998
81. Complaint of Shri Kanti Swaroop Bandhu, Editor/Owner, Aligarh Mail against Deputy Director, I&PRD, Govt. of U.P.;September 22, 1997;Upheld;Facilities to the Press;AnnualReport1998
82. Complaint of Shri Mohan Swaroop Bhatia, Journalist against Shri Chittoriya, SDO (Telegrams).;September 22, 1997;Upheld;Facilities to the Press;AnnualReport1998
