Person;Affiliation;PrimaryKey
Shri Kamal Nath; President MPCC;99
Editor; Hindustan Times;99
Editor; Dainik Jagran;100
Shri Subhash Jha; Law Global Advocate;101
Editor; The Times of India;101
Shri Gagan Anand; Advocate;103
editor;of Hindustan;103
Editor; Dainik Jagran;105
Editor; Dainik Bhaskar;106
Ms. Pritee Shah; Chief General Manager-CERC and Editor Grahak Sathi;107
Editor; Dainik Jagran;107
Shri Parminder Bariana; Dainik Bhaskar;108
Dr. Krishan Lal Sethi; Owner and Medical Practitioner at Manva Sewa Hospital;109
Editor-in-Chief; Saptahik Sukhratnama Newspaper;109
Shri V. Sagar; Secretary ICAI;110
Editor; The Pioneer;110
Shri Deepinder Singh; Advocate;111
Editor; Dainik Jagran;111
Shri Deepinder Singh; Advocate;112
Editor; Dainik Bhaskar;112
Dr. Pabak Kanungo; Secretary Janmandal Foundation;113
Editor; The Biswas;113
Editor; Dainik Bhaskar;114
Editor; The Tribune;115
Editor; Dainik Jagran;117
Dr. Prasun Chakraborti; Chairman IR & AA;118
Editor; Syandan Patrika;118
Editor; Dainik Jagran;119
Editor; Navbharat Times;120
Editor; Hindustan;122
Shri Vedantam Giri; Addl. Resident Commissioner Telangana Bhawan;123
Bhagwandeen Sahu; Sant Shri Asharam Ji Gurukul Chhindwara M.P.;124
Editor; Hindi Weekly;125
Lakshaydhari; Hindi Weekly;125
Editor; Dainik Hindustan;126
Editor; Patrika;127
Editor; Saqib Times;128
Editor; Dainik Bhaskar;129
Shri Shiv Mohan Singh; Executive officer and Nagar Panchayat;130
Shri Vivek Kumar Gupta; Computer Operator (Outsourcing) Nagar Panchayat;130
Editor; Dainik Jagran;130
Shri Narendra Singh Yadav; Director Komil Singh Shanti Devi Degree College;131
Editor; Dainik Jagran;131
Editor; Pradesh Today;132
Ms. Ritu Garhwal; Secretary Krish Upaj Mandi Samiti;133
Bureau Chief; State Times;135
Editor; Dainik Bhaskar;137
Editor; Dainik Savera Times;138
Editor; Dainik Sach Kahun;141
Shri Darshan Singh; President Sant Attar Singh Ji Vidya Parsar and Welfare Committee;142
Shri Vivek Shukla; General Manager Corporate Affairs;143
Editor; Dainik Bhaskar;143
Shri Sanjeev Pariya; Advocate Secretary Bar Association;144
Editor; Youth India;144
Shri Awdesh Mishra; Advocate U.P.;145
Editor; Youth India;145
Shri Vijendra Kumar Agarwal; Managing Director Shashi Cables Ltd.;146
Editor;of Dainik Jagran;146
Shri Vijendra Kumar Agarwal; Managing Director Shashi Cables Ltd.;147
Editor;of Amar Ujala;147
Assistant Regional Director; U.P. Transportation Office;148
Dr. S.K.Arora; Additional Director Directorate General of Health Services;149
Editor; The Times of India;149
Shri Neeraj Sharma; Agency Holders of Dainik Jagran;150
Shri Anand Verma; Agency Holders of Dainik Jagran;150
Shri Ram Bilas Yadav; Additional Secretary Govt. of Uttarakhand;152
Shri Hemant Kumar Mishra; Editor/Reporter Crime Review;152
Shri Wakilur Rehman Khan; Editor Prabhat Khabar;153
Resident Editor;and the Prabhat Khabar;153
Owner; Prabhat Khabar;153
Editor; Dainik Bhaskar;155
Editor; Indian Express;156
Editor; Dainik Jagran;157
Dainik Bhaskar;and Haribhumi;158
Dainik Bhaskar;and Haribhumi;159
Editor; Hindustan Times;160
Shri Manoj Kumar; Sun Elegant;161
Shri Vijay Kaushik; Under Secretary Ministry of I&B;162
Editor; Press Trust of India;162
Member Secretary; Prakriti;164
Editor; The Samaj;164
Ms. Nanita Sharma; Advocate Supreme Court of India;165
Editor; The Hindustan Times;165
Shri Jasveer Singh Khalsa; Publisher Nirvair Samachar;166
Shri B. Sanjay Kumar Saxena; Adv. Hyderabad;168
Editor; The Hindu;168
Shri Sarup Chand Singla; Bathinda Through Returning Officer-cum-Sub-Divisional Magistrate;169
Editor; Dainik Pilot;169
Sh. HukumDev Narayan Yadav; MP;170
The Editor; Dainik Bhaskar;170
The Editor; Navbharat Times;171
The Editor; Hindustan Times;172
The Editor; Dainik Jagran;173
The Editor; Rajasthan Patrika;175
The Editor; Dainik Jagran;176
The Editor; Spiritz Magazine;177
Sh. K.B. Sinha; AYUSH;178
Under Secretary; AYUSH;178
The Editor; Pune Mirror;178
Ms.Sheela Tirkey; Under Secretary AYUSH;179
The Editor; Times of India;179
The Editor; Economic Times;182
Shri Akhtar Hussain Akhtar; Member All India Majlis-eIttehad-ul Muslimeen;183
Editor; The Inquilab;183
Editor; Dainik Jagran;184
Editor; Hindustan Samachar;185
Shri K.B. Sinha; Under Secretary Ministry of Ayurveda Yoga & Naturopathy;186
Editor; Times of India;186
Shri Yograj Sharma; Area Manager Food Corporation of India;187
Editor; Hindustan;187
Shri Yograj Sharma; Area Manager Food Corporation of India;188
Editor; Dainik Jagran;188
Editor; Amar Ujala;191
Editor; The Indian Express;192
Editor; Voice of Lucknow;194
Editor; Kanji Times;195
Editor; Rahat Times Lucknow;196
Editors; Swatantra Bharat;198
Editor; Dainik Jagran;200
Editor; Jansandesh Times;201
Editor; Times of India;202
Shri Shatrujeet Kapur; IPS;203
Editors; Central Chronicle;206
Editor; Khabar Expose;210
Dr. Rajesh Sharma; Director NarmadaTrama Center;212
Editor; Pradesh Today;212
Shri P. Kumar; General Secretary Vindhyachal Urja Mazdoor Union;213
Editor; Bhaskar Prakashan Pvt. Ltd.;213
Smt. Seema Chauhan; President Matra Shakti Sangathan;214
Editor; Hindi Gazette;214
Editor; Patrika;215
Editor; Patrika;216
Editor; Hindsat;218
Shri Dinesh Dubey; Manager Shah Rajya Pariyojna;220
Editors; Next Future;222
Shri Anand Dev Singh; Prasar Bharti;223
Deputy Director; Prasar Bharti;223
Shri Anand Dev Singh; Prasar Bharti;224
Deputy Director; Prasar Bharti;224
Editors; Hindustan;224
Shri Anand Dev Singh; Prasar Bharti;225
Deputy Director; Prasar Bharti;225
Shri Naim Ahmed;Associate Professor Department of Community Medicine & Public Health;226
Editor; Daily News Activist;226
Shri Naim Ahmed;Associate Professor Department of Community Medicine & Public Health;227
Editor; Dainik Jagran Limited;227
Shri Naim Ahmed;Associate Professor Department of Community Medicine & Public Health;228
Editor; Nav Bharat Times;228
Shri Naim Ahmed;Associate Professor Department of Community Medicine & Public Health;229
Editor; Rastriya Sahara;229
Shri Naim Ahmed;Associate Professor Department of Community Medicine & Public Health;230
Shri Naim Ahmed;Associate Professor Department of Community Medicine & Public Health;231
Editor; Dainik Jagran;231
Shri Naim Ahmed;Associate Professor Department of Community Medicine & Public Health;232
Editor; Hindustan;232
Editor; Hindustan;235
Edittor; Amar Ujala Press;236
Editor; Dainik Jagran;237
Dr. Satish Kumar; IPS;238
Editor; Dainik Jagran;238
Editor; Shah Times;239
Editor; News Trap;240
Shri Kushalpal Singh; Employees Association;241
Editor; Dainik U.P. News Express;241
Editor; Sansani Investigator;242
Editor; Dainik U.P. News Express;243
Shri Rajiv Srivastava; Meerut Council;244
Editor; Dainik Pratigya;244
Editor; Dainik Bhaskar;245
Shri Harender Chaudhary; Director Ironman Security Services Pvt. Ltd;246
Editor; Dainik U.P. News Express;246
Shri S.K. Mishra; Motor Licensing Officer;247
Editor; City Sixty Samachar;247
Shri Manoj Chalakh; Deputy Manager NABARD Financial Services Limited;248
Chief Engineer; Haryana Power Purchase Centre;250
Editor; The Tribune;250
Sh. M.C. Chaudhary; President M.P. State Automobile Association;252
Editor; Pradesh Today;252
Editor; Rashtriya Sahara;253
Sh. Parveen Mohan Sahai; Regional Passport Officer;254
Sh. V. Sagar; Secretary ICAI;255
Editor; The Economic Times;255
Sh. V. Sagar; Secretary ICAI;256
Editor; Hindustan;256
Editor; Hindustan Times;258
Sh. M.S. Verma; AGM (HR) Central Electronics Ltd.;259
Editor; Telecom live Magazine;259
Shri Suresh; Gadege Electricals;262
Editor; Daily Pudhari;262
Dr. Sripal Sabnis; President Akhil Bhartiya Marathi Sahitya Sammelan;263
Editor; Avadh Times;264
Editor; Gujarat Samachar;265
Editor; Amreli Express;266
Mrs. Sarla Ramesh Diwate; LIC;267
Editor; Lokmat Times;267
Editor; Sandhya Border Times;269
Shri Santosh Kumar Deviprasad Shukla; Clerk Office of Superintendent of Police;270
Editor; Dainik Bhaskar;271
Editor; Ahmedabad Mirror;272
Editor; Hindustan;273
Shri Ramveer Singh Parmar; District President Bhartiya Janta Party;274
Editor; Times of India;276
Editor; Times of India;277
Editor; Mumbai Mirror;278
Editor; Times of India;281
Editor; Times of India;282
Editor; Times of India;283
Editor; Malayala Manorama;286
Shri V.K. Singh; Hon’ble Minister of State for External Affairs;287
Dr. Surendra Jain; Joint General Secretary Vishwahindu Parishad;288
Editor; The Hindu;288
Shri Yusuf Ali Bohra; Secretary Dawoodi Bohra Jammat;289
Shri Sunjjoy Manohar Dhake; Publisher Kothrud Times;290
The Editor; Kothrud Times;290
Ms. Versha Vidya Vilas; Member Action for the Rights of the Child;291
Ms. Jyotika Wale; Member Action for the Rights of the Child;291
Editor; The Pune Mirror;291
editor; Lokmat;292
Shri Rajesh Kumar Chopra; R.K.C. Fans Club;293
Shri Rajesh Kumar Chopra; R.K.C. Fans Club;293
Shri Rajesh Kumar Chopra; R.K.C. Fans Club;294
editor; Nai Duniya;294
Shri Rajesh Kumar Chopra; R.K.C. Fans Club;295
editor; Nav Bharat;295
Shri Rajesh Kumar Chopra; R.K.C. Fans Club;296
editor; Patrika;296
editor; Milli Gazette;297
editor; Hindustan Times;298
editor; Nav Bharat Times;300
Editor; Rashtriya Sahara;302
Shri Loknath Behera; IPS;303
Editor; Sajag Samachar Parivartan Ka;304
Editor; the Aryavarth Express;305
editor; Hindustan;306
Ms. Sangeeta Kumari; Ministry I&B;307
Ms. Sangeeta Kumari; Ministry I & B;307
Editor; Loksatta Maharashtra and Thomson Reuter (I) Pvt. Ltd;308
Editor; Indian Express;309
Editor; The National Crime News;310
Editor; the Financial Express;311
Shri Imran Farid; U.S. to the Govt. of India;312
Editor; Dainik Jagran;312
Shri Yashwant Jain; Member National Commission for Protection of Child Rights;313
editor; Times of India;315
editor; Press Trust of India;316
Prof. S. Krishnaiah; Ragistrar Jawaharlal Nehru Technological University;318
Editor; Telugu Daily;318
Sakshi; Telugu Daily;318
editor; Times of India;319
editor; Asomiya Khabar;320
Shri Arun Ch Borthakur; Secretary Sri Sri Maha Vishnu Jangya Mandir;321
Dr. Pallavi Darade; IRS;322
Editor; Mumbai Mirror;322
Editor; Sakshi Guntur Edition;323
Dr. Sheetal Kumar J. Patil; Trustee Dr. J.J. Magdum Trust;324
The Editor; FAPRATIM;324
Editor; Times of India;325
Editor; Andhra Bhoomi;326
Editor; Deccan Chronicle;327
Editor; Dakshin Mumbai;332
Shri V. Dinesh Reddy; Former DGP HOPF);333
Editor; Deccan Chronicle;333
Editor; Peoples Samacharpatra;336
H. N. Meena; General Manager Neemach;337
Editor; Dashpur Express;337
Shri Bhagwandeen Sahu; Spokesman Shri Vedant Seva Samiti;339
Editor; Rahat Times;341
Editor; Early Times;342
Editor; L.N. Star Newspaper;343
Editor; Bhopal Samachar;347
Editor; News 4;348
Editor; Times of India;349
Shri K.P. Singh; President Ksthetriya Gramin Bank;351
Dainik Rashtradoot M;Complaint of Ksthetriya Gramin Bank;351
Shri K.P. Singh; President Ksthetriya Gramin Bank;351
editor; Raj Express;352
Pradeep Kumar; Assistant Store Keeper Jodhpur Vidhut Vitran Nigam Ltd.;353
editor; Dainik Bhaskar;353
Shri Damodar; President and Maa Narmada Uddahan Samiti;354
Shri Rahul; Media Incharge Maa Narmada Uddahan Samiti;354
editor; Patrika;354
Editor; Dainik Jagran;355
Shri Gajendra Pal Singh; Secretary Shaheed Chandrabhan Smarak Samiti;357
Shri Gajendra Pal Singh; Secretary Shaheed Chandrabhan Smarak Samiti;357
Shri Sachin Jaiswal; MLA Sitaupur through his Counsel High Court;358
Jemendra Kumar; Advocate High Court;358
Editor; Amar Ujala;359
Shri Ayub Khan; Member M.P. Waqf Ashikaran;362
editor; News Trap;363
editor; Punjab Kesari;365
Editor; Youth India;366
Shri Ravinder Pal Singh Kohli; Advisor-PR The Kalgidhar Trust;368
editor; The Hindu;369
General Secretary; Trade Union Coordination Centre;371
General Secretary; Trade Union Coordination Centre;372
Shri G. Prasada Rao; GM-Corporate Communications;373
editor; Union Territory Independent;373
Shri Arvind Rajvedi; D i r e c t o r ( Đािमक एव ं Ĥशासन)  Pashimanchal Power Distribution Corporation Ltd.;374
Vishav Prikrama; Times;374
editor; Dainik Jagran;375
editor; Semariya Express;380
Ms. P.A. Lucia; Advocate;382
Dinakaran; Tamil Daily Newspaper;382
editor; Hindustan;383
Editor; Dainik Tribune;384
The Editor; Hind Darshan;385
Editor; Dainik Jagran;386
Shri Pramod Sahu; MP;387
Mahu; MP;387
Shri Ram Prasad Patel; President Gram Vikas Sanstha;388
Dainik Bhaskar; Dwarka Sadan;389
Editor; Mumbai Mirror;393
Editor; Dainik Bhaskar;394
Editor; Dainik Bhaskar;395
Shekhawati Bhaskar; Sikar Edition;396
Editor; Dainik Bhaskar;397
Editor; Mint;398
Shri Pankaj K. Gupta; Deputy Registrar DDE;399
Editor; The Tribune Trust;399
Editor; Times of India;400
Mr. Joseph Emmanuel; Regional Director CBSE;403
editor; Union Territory Independent;403
editor; Dainik Jagran;404
General Secretary; Popular Front of India;408
editor; Democratic Mission;409
editor; The Sambad;411
Tamil Murasu;for allegedly publishing Paid News;412
Dinakaran;for allegedly publishing Paid News;413
Odisha Bhaskar;for allegedly publishing Paid News;414
Krantidhara; Odisha for allegedly publishing Paid News;415
Editor; Orissa Post;416
Editor; Dharitri Odisha daily;417
Editor; Orissa Express;418
Editor; Bijnor Times;420
Editor; Navkar Weekly;424
Editor; the Times of India;425
Shri C.S. Chauhan; State President Rajasthan Rawat Rajput;426
Editor; Hindustan;427
Editor; Mumbai Mirror;432
The Editor; Times of India;433
editor; Pune Mirror;434
Sh. Babusaheb Narsingrao Patil; Omanabad trough Bombay Bench;435
Ms. Madhuri U. Kakde; advocate Bombay Bench;435
Dainik; Maharashtra Times;435
Shri Mahant Dharamnath; Jogi Ashram;436
Editor; Churu Seven Star;436
Editor; The Times of India;437
Shri Manoj Kumar Arora; Private Secretary to Minister of Women & Child Development;438
Editor; Reuters India News Agency;438
Shri Pashupati Nath Gupt; District President Akhil Bhartiya Udyog Vyapar Mandal;439
Shri Gopal Arya; Rashtirya Swayamsevak Sangh;439
Shri Harinarayan Dubey; Superintendent Vaishya College of law;441
Shri Shatrujeet Kapur; IPS;442
editor; Tribune;442
Dr. R. Mohan; General Manager (law-II) & Joint Head of law Department State Bank of India;443
Editor; Economic Times;444
Shri Chinmay Biswal; IPS;445
Ms. Jyoti Sabharwal; Author & Publisher Stellar;446
editor; India Today;446
Shri Ashok Kumar Singh Deo; President of Vigilance Committee;447
Shri Ashok Kumar Singh Deo; President of Vigilance Committee Jharkhand;448
editor; Dainik Jagran;449
Editor; PrabhatKhabar;451
Editor; M/s Bharat Prakashan (Delhi) limited;452
Dr. Sureshan V; President KGMOA;453
editors; Mathrubhumi Daily Kerala;454
editor; Malayala Manorama Daily;455
Tony Chammany; Mayor Kochi Municipal Corporation;456
Editor; The Hindu;458
Shri S.K. Malhotra; Head Public Awareness Division;460
Editor; Times of India;460
Shri Rajesh S. Naik; President Paranpai Citizen Forum;461
Shri P.M. Kamath; Hon. Director VidyaPrasarak Mandal;462
Chief Editor; New Indian Express;462
Editor; Public Ki Shatabdi;465
Editor; Public Ki Shatabdi;466
Editor; Public Ki Shatabdi;467
Shri M. Vasudeva Raju;and others Deputy Commercial Tax Offcier;468
Shri S. Rathinasabapathy; General Secretary Tamil Nadu Min Kazhaga Thozhilalar Munnetra Sangam;469
Dina Malar; Tamil Daily M;469
Shri S. Rathinasabapathy; General Secretary Tamil Nadu Min Kazhaga Thozhilalar Munnetra Sangam;470
Dina Malar; Tamil Daily;470
Editor; Dainik Jagran;471
editor; Gujarat Samachar;474
Editor; Indian Express;475
Editor; Dainik Jagran;477
Editor; Daily Ajit;478
Editor; Anand Bazar Patrika;480
Editor; Ananda Bazar Patrika;481
Ms. Nidhi Yadav; HaridwarRoorkee Development Authority;483
Dr. S.S. lohchab; Senior Professor & Head Department of Cardiac Surgery;485
Shri Sharan Sriniwas; Programme and Research Manager Right livelihood Award Foundation;486
Shri Sharan Sriniwas; Programme and Research Manager Right livelihood Award Foundation;487
Editor; Dainik Jagran;487
Dr. Saleem Ur Rehman; Director for Health Servies;488
editor; Early Times;488
Ms. Birendra Kaur; President Institute of Sikh Studies;489
Mrs. Francina Nelson; General Secretary Madhya Pradesh Domestic Workers Trade Union;492
Editor; News City live;492
Shri Mayur Aggarwal; C.A. Partner Aggarwal Mittal and Company;493
Editor; Raj Express;496
Shri Bhagwandin Sahu; Spokesperson Shri Yog Vedant Sewa Samiti;497
Shri Temsunaro Jamir; Deputy Commissioner Guwahati Customs Division;498
Editor; Asomiya Khabar;498
Editor; Rashtriya Sahara;503
Sri Prasanta Kumar Jena; Ex-BDO In-charge of laikera Block at Present Additional Block Development Offcier;504
Sri Prasanta Kumar Jena; Ex-BDO In-charge of laikera Block at Present Additional Block Development Offcier;505
Editor; Hindustan;506
editor; Sambad;507
Editor; DainikJagran;510
Editor; Patrika;512
Shri PukhrajBothra; Bastar& MlA;513
Shri Santosh Bafna; MlA;513
Editor; Chhattisgarh Post;513
Editor; Ahmedabad Mirror;514
Editor; The World Net Work;515
Editor; The Indian Express;516
Shri S. Swaminathan; Senior Vice President legal and Company Secretary TATA AIG life Insurance Company ltd.;517
Editor; Ganadoot;517
Editor; UT Mirror;519
Shri Venkat R. Chary; IAS;521
Editor; Mint;521
Editor; Abhiyan;522
Editor; Daily Pudhari;523
Editor; Daily City News Superfast;525
Editor; Daily Deshonnati;526
editor; Times of India;527
Shri Mohan Krishnan; Anti Corruption & Crime Prevention Council;528
All India President; Anti Corruption & Crime Prevention Council;528
Editor; Times of India;529
Shri Sanjay Nambiar; Group President & General Counsel Yes Bank ltd.;531
Dr. Jyotsna D. Kitukille; Government General Hospital;532
Shri Chetan Brijmohan Bajaj; Secretary Shree Awdhoot Education Society;533
Editor; Yugdharm Daily;533
Editor; Hindustan Times;536
editor; Dainik Jagran;538
Prof. (Dr.) D.K. Bakshi; Department of Chemistry;539
Mohd. Nasir Kamal; District Football Sangh;540
Hony. Convenor; District Football Sangh;540
Editor; Dainik Jagran;540
Shri Amrik Singh; Major General Director General Resettlement Ministry of Defence;542
Editor; Times of India;543
Editor; Dainik Jagran;546
Shri Rajesh Himatlal; Managing Director Nahalchand laloochand Pvt. ltd.;549
Editor; Times of India;549
Shri Rajesh Himatlal; Managing Director Nahalchand laloochand Pvt. ltd.;550
Editor; Mumbai Mirror;550
Shri Banwari lal Singhal; Member of legislative Assembly;551
Swami RamkrishnaShivanand; Sanatan Dharm;552
Editor; National Mission;552
Assistant General Manager; State Bank of Patiala;553
editor; Halla-Bol times;553
Shri Dharmendra Singh Sanger; librarian Indira Gandhi University;554
Editor; Raj Express;555
Editor; Patrika;557
Dr. Brijamani Singh;Former Spokesperson Hindu Mahasabha;559
Mohd. Ansari; Secretary Intezamia Committee;562
Shri Umesh Mishra; Principal Vanijya Mahavidyalaya;563
Shri E.Vijay Paul; President All India True Christian Council;566
editor; The Hindu;566
Shri E.Vijay Paul; President All India True Christian Council;567
editor; The Times of India;567
Shri E.Vijay Paul; President All India True Christian Council;568
editor; Eenadu;568
Editor; Malayala Manorama;569
Shri S. Sainadh; Project Director APS Housing Corporation;570
Shri Dhanapal; Former Commissioner Hindu Religious & Charitable Endowments Department;571
editor; Dinakaran Daily;571
President; Daivagna Brahman Sangha;572
editor; Daivaigna Kirana;572
editor; MalayalaManorama Daily;573
Chief Editor; Chandrika Daily;574
Editor; Patrika;577
Shri Naveen K. litoria; Divisional Secretary West Central Railway;578
Shri Chetan Brijmohan Bajaj; Director Shree Awdhoot Education Society;579
Editor; The Hitavada;579
Editor; Kalwad Times;580
Dr. Shantilal Kothari; President Soghurt Food Products & Co.;581
Smt. Tara Kerkar; President Savera Trust & Savera Association;582
Shri A.K. Verma; Joint General Manager Ordinance Parachute Factory;586
Shri A.K. Verrma; Joint General Manager Ordinance Parachute Factory;587
Shri Gurnam Singh; PPS;592
Shri Anand Mohan Khare; Branch Manager ZilaSahkari Bank;594
Shri S.P. Yadav; IOFS;596
Shri Jalaj Srivastava; Additional Secretary Ministry of Agriculture & Farmers Welfare;599
Editor; Times of India;599
Editor; Outlook;601
Editor; the Sandesh;603
Editor; Dainik Jagran;604
Shri Rajan Puzari; Ex-Founder Secretary Dergaon Journalists Association;607
Shri Rajeev Bhadauria; Authorized Representative Jindal Steel & Power ltd.;608
Editor; DNA;608
Shri K.K. Balram; Kerala Pranth Saha Sangh;609
Shri Ambris Gaud; Senior Superintendent Central Jail;611
Shri Shamim Uddin; Additional Secretary Government of Madhya Pradesh;612
editor; Surya Daily;613
editor; Akshara Spandana newspaper;614
editor; Crime Aur Kalam;615
Editor; Samaja;616
Editor; Dainik Jagran;618
editors; Dainik Jagran;619
editor; Hindustan;620
Editor; Times of India;621
editor; Mumbai Mirror;622
editor; Ahmedabad Mirror;623
editor; Pune Mirror;624
editor; Navbharat Times;625
editor; Dainik Jagran;627
editor; United Bharat Akhbar;628
Editor; Hindustan;629
Shri P.K. Singh; Chief Forest Offcier;630
Editor; (a) Dainik Bhaskar;630
Shri P.K. Singh; Chief Forest Offcier;631
Nav Duniya; Bhopal Edition;631
Shri P.K. Singh; Chief Forest Offcier;632
Dainik Bhaskar; Bhopal Edition;632
Shri P.K. Singh; Chief Forest Offcier;633
Dainik Bhaskar; Ujjain Edition;633
Shri P.K. Singh; Chief Forest Offcier;634
Dainik Bhaskar; Sagar Edition;634
Shri P.K. Singh; Chief Forest Offcier;635
Dainik Bhaskar; Indore Edition;635
Shri P.K. Singh; Chief Forest Offcier;636
Dainik Bhaskar; Satna Edition;636
Shri P.K. Singh; Chief Forest Offcier;637
Dainik Bhaskar; Raipur Edition;637
Shri P.K. Singh; Chief Forest Offcier;638
Nai Duniya; Indore Edition;638
Shri P.K. Singh; Chief Forest Offcier;639
Danik Bhaskar; Jabalpur Edition;639
Mahant Gyan Das; Disciple of late Akhil Bhartiya Panch Ramanandiya;640
Shri Shayamdas; Akhil Bhartiya Panch Ramanandiya;640
Shri Kamal Sharma; OSD;641
Dr. K.S. Gupta; Senior Consultant District Hospital;642
Editor; Dainik Jagran;642
Shri A.K. Singh; lieutenant Colonel Offcier Commanding;643
Editor; Dainik Jagran;643
Smt. Yamini Krishana Chhattar; Assistant Operator Jawaharlal Nehru Krishi Vishvavidyalaya;644
Editor; Bhopal Edition;648
Haribhumi; Bhopal Edition;648
Editor; The Pioneer;649
Editor; Hindustan Times;650
Editor; Bhopal Edition;651
Agniban; Bhopal Edition;651
Editor; Navbharat;652
Editor; Dainik Hindustan;653
Editor; Dainik Jagran;654
Editor; Dainik Jagran;655
Shri Rajeev Kaushik; State Bank of Bikaner & Jaipur;657
Chief Manager; State Bank of Bikaner & Jaipur;657
Editor; Burean Times;657
Smt. Javitri Devi; Counsellor Malkhan Singh District Hospital;658
editor; Punjab Kesari;660
editor; Rajasthan Patrika;661
editor; Deshbandhu;664
editor; Chakravyuh India;665
editor; The Goan;666
editor; Indian Express;667
editor; Gomantak Times;668
editor; Times of India;669
editor; Goa Herald;670
editor; Nav Hind Times;671
Shri Rahul Sharma; U.S. to Election Commission of India;672
the editor; Kalptaru Express;672
The Editor; Kalptaru Express;672
Shri Rahul Sharma; U.S. to Election Commission of India;673
the editor; Punjab Kesari;673
The Editor; Punjab Kesari;673
Shri Rahul Sharma; U.S. to Election Commission of India;674
the editor; Rajasthan Patrika;674
The Editor; Rajasthan Patrika;674
Shri Rahul Sharma; U.S. to Election Commission of India;675
Shri Rahul Sharma; U.S. to Election Commission of India;676
the editor; Mail Today;676
The Editor; Mail Today;676
Shri Rahul Sharma; U.S. to Election Commission of India;677
the editor; The Editor;677
Shri Rahul Sharma; U.S. to Election Commission of India;678
the editor; Dainik Jagran;678
The Editor; Dainik Jagran;678
Shri Rahul Sharma; U.S. to Election Commission of India;679
Shri Rahul Sharma; U.S. to Election Commission of India;680
the editor; Rajasthan Patrika;680
The Editor; Rajasthan Patrika;680
Shri Rahul Sharma; U.S. to Election Commission of India;681
the editor; Samachar Jagar;681
The Editor; Samachar Jagar;681
Shri Rahul Sharma; U.S. to Election Commission of India;682
