Complaint;Date;Status;ComplaintType;Report_name
16. Complaint of Shri Madhu Paramhans etc., Sant Ashram, Swami Girdranand Paramhans aganist Editor, Daily Excelsior, Jammu.;October 13, 1999;Sub-judice;Principles and Publications;AnnualReport2000
17. Complaint of Sh. K. B. Jandial, Director, Information, Government of Jammu and Kashmir against Daily Kashmir Times.;October 13, 1999;Upheld;Principles and Publications;AnnualReport2000
18. Complaint of Sh. Preet Pal Singh, Correspondent, Transport Varta, Panipat against Shri Rajesh Jain, Correspondent, Dainik Tribune and Jansatta.;October 13, 1999;Sub-judice;Principles and Publications;AnnualReport2000
19. Complaint of Shri N. R. Bansal, National General Secretary, World Humanity Council, Charkhi Dadri against Shri Suresh Kumar Garg, Corres-pondent of Rashtriya Sahara, Dainik Jagran and Jansatta at Charkhi Dadri.;October 13, 1999;Dismissed for lack of substance;Principles and Publications;AnnualReport2000
20. Complaint of Sh. Rajaram Tripathi, Mayor, Nagar Palika Nigam, Satna against Samariya Express.;December 13, 1999;Withdrawn;Principles and Publications;AnnualReport2000
21. Complaint of Shri Rajneesh Pandey, Rewa against Dainik Bhaskar.;December 13, 1999;No action;Principles and Publications;AnnualReport2000
22. Complaint of Sh. Rajneesh Pandey, Rewa against Swatantra Mat.;December 13, 1999;Reprimanded;Principles and Publications;AnnualReport2000
c. Complaint of Sh. Rajneesh Pandey, Rewa against Dainik Alok.;December 13, 1999;Reprimanded;Principles and Publications;AnnualReport2000
d. Complaint of Sh. Rajneesh Pandey, Rewa against Vindhya Sandesh.;December 13, 1999;Reprimanded;Principles and Publications;AnnualReport2000
22.Complaint of Sh. Prabhunath Mishra, Sanghathan Mantri, District Congress Committee, Durg (M.P.) against Editor, Dainik Bhaskar, Raipur (M.P.);December 13, 1999;Dismissed on merits;Principles and Publications;AnnualReport2000
23. Complaint of Sh. Indorilal Jain, Journalist/President, Khargon Zila Patrakar Sangh, Bedia, M.P. against Shri Rameshchander Sharma, Editor / Publisher/ Printer, Nimad Kranti, H/W, Badwah, M.P.;December 13, 1999;Directions to publish clarification;Principles and Publications;AnnualReport2000
24.Complaint of Sh. Sunil Kumar Pal, Chartered Electrical Engineer, London NWB, OBC, England against The Asian Age, New Delhi, Ananda Bazar Patrika, Calcutta, Ganashakti, Calcutta and Pratidin, Calcutta.;December 13, 1999;Directions to publish complainant's reply;Principles and Publications;AnnualReport2000
25.Complaint of the Director/Addl. Secretary, Information and Publicity and Tourism. Department, Andaman and Nicobar Administration against the Light of Andamans.;December 13, 1999;Dimissed on merits;Principles and Publications;AnnualReport2000
26. Complaint of Dr. Rukmani, Photographer, New Delhi against The Hindustan Times, New Delhi;December 13, 1999;Upheld;Principles and Publications;AnnualReport2000
27.Complaint of Shri Chand Mehra, Director, Enchante Jewellery Ltd., New Delhi against The Hindustan Times, Hindustan, The Times of India and The Nav Bharat Times, New Delhi.;December 13, 1999;Dismissed on merits;Principles and Publications;AnnualReport2000
28. Complaint of Sh. Surendra Singh, Member Secretary, National Council for Teacher Education, New Delhi against Dainik Jagran.;December 13, 1999;Disposed with observations;Principles and Publications;AnnualReport2000
b. Complaint of Shri Surendra Singh, Member Secretary, National Council for Teacher Education, New Delhi against Amar Ujala.;December 13, 1999;Disposed with observations;Principles and Publications;AnnualReport2000
c. Complaint of Shri Surendra Singh, Member Secretary, National Council for Teacher Education, New Delhi against Rajasthan Patrika.;December 13, 1999;Disposed with observations;Principles and Publications;AnnualReport2000
d. Complaint of Shri Surendra Singh, Member Secretary, National Council for Teacher Education, New Delhi against Hindustan Times.;December 13, 1999;Disposed with observations;Principles and Publications;AnnualReport2000
e. Complaint of Shri Surendra Singh, Member Secretary, National Council for Teacher Education. New Delhi against Navbharat Times.;December 13, 1999;Disposed with observations;Principles and Publications;AnnualReport2000
f. Complaint of Shri Surendra Singh, Member Secretary, National Council for Teacher Education, New Delhi against Rashtriya Sahara.;December 13, 1999;Disposed with observations;Principles and Publications;AnnualReport2000
g. Complaint of Shri Surendra Singh, Member Secretary, National Council for Teacher Education, New Delhi against Jansatta.;December 13, 1999;Disposed with observations;Principles and Publications;AnnualReport2000
h. Complaint of Shri Surendra Singh, Member Secretary, National Council for Teacher Education, New Delhi against Dainik Bhaskar.;December 13, 1999;Disposed with observations;Principles and Publications;AnnualReport2000
29. Complaint of Sh. Sanjeev Sudharshan, Journalist, Haldor against Dainik Jagran, Bijnor.;February 14,2000;Dismissed on merits;Principles and Publications;AnnualReport2000
30. Complaint of Sh. Mahender Kumar Chhabra, Farukhabad, U.P. against Shri Santosh Tiwari, District Correspondent, Aaj, Farukhabad, U.P.;February 14,2000;Dismissed on merits;Principles and Publications;AnnualReport2000
31. Complaint of Shri Ajay Mittal, Correspondent, Aaj, Lucknow and others against Swatantra Bharat, Lucknow.;February 14,2000;Dismissed for lack of substance;Principles and Publications;AnnualReport2000
32. Complaint of Sh. Rakesh Kumar Choudhary against Shri Vinod Bhardwaj and Smt. Seema Sharma, Aman Khoj.;April 6, 1999;Dismissed-outside jurisdiction;Press and Defamation;AnnualReport2000
33. Complaint of Sh. Ravi Prakash, Sarpanch, Village Karoli, Nehar, Tehsil Kosli, District Rewari against Dainik Tribune.;April 6, 1999;Dismissed on merits.;Press and Defamation;AnnualReport2000
b. Complaint of Sh. Ravi Prakash, Sarpanch, Village Karoli, Nehar, Tehsil Kosli, District Rewari against Dainik Hindustan.;April 6, 1999;Dismissed on merits.;Press and Defamation;AnnualReport2000
c. Complaint of Sh. Ravi Prakash, Sarpanch, Village Karoli, Nehar, Tehsil Kosli, District Rewari against Nav Bharat Times.;April 6, 1999;Dismissed on merits.;Press and Defamation;AnnualReport2000
d. Complaint of Sh. Ravi Prakash, Sarpanch, Village Karoli, Nehar, Tehsil Kosli, District Rewari against Dainik Jagran.;April 6, 1999;Dismissed on merits.;Press and Defamation;AnnualReport2000
34. Complaint of Sh. Vimal Mehta, President, Maharishi Dayanand Education Society, Faridabad against Dainik Mazdoor Morcha, Faridabad.;April 6, 1999;Upheld;Press and Defamation;AnnualReport2000
35. Complaint of Sh. Gurdeep Singh Bhatti, Press Correspondent, Tohana District Fatehabad, Haryana against Hindi weekly, Dharamvir Express.;April 6, 1999;Upheld;Press and Defamation;AnnualReport2000
36. Complaint of Smt. Durgawati Pandey, District President, BJP, Mahila Morcha, Bikaner against the Editor, Day-Night Hindi fortnightly.;April 6, 1999;Upheld;Press and Defamation;AnnualReport2000
37. Complaint of Dr. Shyam Sunder Lal, Jaipur against Janmorcha Sandesh.;April 6, 1999;Upheld;Press and Defamation;AnnualReport2000
38. Complaint of Sh. Satya Prakash, General Manager Telecom, Jodhpur against Dainik Bhaskar.;April 6, 1999;Upheld ;Press and Defamation;AnnualReport2000
39. Complaint of Sh. Harish Paliwal, Journalist against Dainik Yug Kee Pratidin Sewa, Udaipur, Rajasthan.;April 6, 1999;Upheld ;Press and Defamation;AnnualReport2000
40. Complaint of Sh. Manoj Kumar Aggarwal against Dainik Samachar Chowki, Churu, Rajasthan.;April 6, 1999;Dismissed for lack of substance;Press and Defamation;AnnualReport2000
41. Complaint of Sh. Manoj Kumar Aggarwal against Mahkata Hindustan, Churu, Rajasthan.;April 6, 1999;Dismissed for lack of substance;Press and Defamation;AnnualReport2000
42. Complaint of Sh. Shivchand Singh, Manager, Dayanand Bal Sadan, Ajmer against Dainik Navjyoti,;April 6, 1999;Dismissed for lack of substance;Press and Defamation;AnnualReport2000
43. Complaint of Smt. Renu Mathur, Kota against Bouncer Patrika, Kota, Rajasthan.;April 6, 1999;Sub-judice;Press and Defamation;AnnualReport2000
b. Complaint of Smt. Renu Mathur, Kota against Bouncer Patrika, Kota, Rajasthan.;April 6, 1999;Sub-judice;Press and Defamation;AnnualReport2000
44. Complaint of Smt. Rajender Teneja, Advocate, Suratgarh against Seema Ki Lalkar.;April 6, 1999;Upheld;Press and Defamation;AnnualReport2000
45. Complaint of Sh. Premraj Nogia, Junior Telecom-munication officer, Hanumangarh against Trimurti Sandesh Patrika, Hanumangarh.;April 6, 1999;Upheld ;Press and Defamation;AnnualReport2000
46. Complaint of the Organising Secretary, Arya Samaj Siksha Sabha, Ajmer against Dainik Navjyoti, Ajmer.;April 6, 1999;Directions to publish complainant's version;Press and Defamation;AnnualReport2000
47. Complaint of Sh. Rajesh Kumar, Amritsar, Punjab against Public Sahara.;April 6, 1999;Upheld;Press and Defamation;AnnualReport2000
48. Complaint of Fr. Pius D. Souza, Secretary, Diocese of Bareilly Education Society, Bareilly against Dainik Jagran, Bareilly.;April 6, 1999;Directions to publish clarifi-cation;Press and Defamation;AnnualReport2000
49. Complaint of Sh. Narendra G. Patel, Rajasthan against the Editor, Dainik Jan Jagriti Paksha, Kota,;Rajasthan.;Upheld;Press and Defamation;AnnualReport2000
50. Complaint of Sh. Yusuf Khan, Deputy Registrar Co-operative Societies, Sriganganagar against Dainik Bhor.;Rajasthan.;Upheld ;Press and Defamation;AnnualReport2000
51. Complaint of the Director, Public Relations, Chandigarh Administration against The Hindustan Times, New Delhi;Rajasthan.;Directions to publish rejoinder;Press and Defamation;AnnualReport2000
52. Complaint of Ms. Mangalam Swaminathan Assistant Director, (I & PR), Indira Gandhi National Centre for the Arts, New Delhi against Rashtriya Sahara.;Rajasthan.;Upheld;Press and Defamation;AnnualReport2000
53. Complaint of Sh. Sunil Saxena, Alwar against Alwar Bhaskar.;April 6, 1999;Upheld;Press and Defamation;AnnualReport2000
54. Complaint of Sh. H. W. T. Syiem, Chief Secretary Govt. of Meghalaya, Shillong against Dienjat.;June 7, 1999;Directions to publish contradiction;Press and Defamation;AnnualReport2000
55.Complaint of Sh. Pranabandu Bhattacharjee, Head of the Department of Botany, Karimganj College, Karimganj against Dainik Jugansankha.;June 7, 1999;Upheld;Press and Defamation;AnnualReport2000
56. Complaint of Sh. Prasanta Chattopadhyay, Mayor, Calcutta Municipal Corporation through Shri L. C. Agarwala, Advocate against Ananda Bazar Patrika.;June 7, 1999;Upheld;Press and Defamation;AnnualReport2000
57. Complaint of Sh. Bholanath Rawani, Katras against the Editor, Bihar Observer, Dhanbad.;June 7, 1999;Dismissed on merits;Press and Defamation;AnnualReport2000
58. Complaint of Sister Margaret Mary, Principal, Patna Woman's College, Patna against The Hindustan Times, Patna.;June 7, 1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
59. Complaint of Sh. Afaque Ahmad Bari against Chamakta Aaina, Dhanbad.;June 7, 1999;Directions to publish rejoinder.;Press and Defamation;AnnualReport2000
60. Complaint of Sh. Vinod Kumar Dudani, the then Assistant Commissioner, Commercial Taxes, Bhagalpur against the Editor, Nai Baat, Patna.;June 7, 1999;Sub-judice;Press and Defamation;AnnualReport2000
b. Complaint of Sh. Vinod Kumar Dudani, the then Assistant Commissioner, Commercial Taxes,;Bhagalpur against the Editor, Dainik Aaj, Patna.;Directed to publish clarification;Press and Defamation;AnnualReport2000
61. Complaint of Sh. Chandra Shekhar Giri, Director, National Educational Council, Patna against;Aryavarta.;Settled;Press and Defamation;AnnualReport2000
62. Complaint of Thakur Chandra Bhushan Singh, Hony. Secretary, Deep Sahakari Grih Nirman Samiti, Simit, Tatanagar against Iron City Weekly, Jamshedpur.;Aryavarta.;Upheld;Press and Defamation;AnnualReport2000
63.;Aryavarta.;Upheld;Press and Defamation;AnnualReport2000
64.Complaint of Shri N. K. Sundaray, IAS, against Shri Ashok Kumar Pattanaik, Correspondent, Pragatibadi.;Aryavarta.;Upheld;Press and Defamation;AnnualReport2000
65. Complaint of Lt. Col. V.K. Bhargava, Principal, Sainik School, Bhubaneswar against Samaya, Bhubaneswar.;Aryavarta.;Dismissed on merits;Press and Defamation;AnnualReport2000
65. Complaint of Lt. Col. V.K. Bhargava, Principal, Sainik School, Bhubaneswar against Sun Times, Bhubaneswar.;Aryavarta.;Directions to publish clarification;Press and Defamation;AnnualReport2000
66.Complaint of Shri I. C. Bahera, OAS (I) Jr. Sub-Collector, Nayagarh against Prajatantra, Cuttack.;Aryavarta.;Directions to publish clarification ;Press and Defamation;AnnualReport2000
67.Complaint of Sh. Kashaba Chandra Sethi, Sr. Section Supervisor, D E Telecom, Keonjhar (Orissa) against Bartaman Samachar.;Aryavarta.;Directions to publish reply;Press and Defamation;AnnualReport2000
68.  Complaint of Sh. Yudhistira Nayak, OAS, Ex-BDO, Betnoti Block, Puri (Orissa) against Indian Express.;Aryavarta.;Dismissed on merits;Press and Defamation;AnnualReport2000
b. Complaint of Sh. Yudhistira Nayak, OAS, Ex-BDO, Betnoti Block, Puri (Orissa) against The Telegraph.;Aryavarta.;Dismissed on merits;Press and Defamation;AnnualReport2000
c. Complaint of Sh. Yudhistira Nayak, OAS, Ex-BDO, Betnoti Block, Puri (Orissa) against Shri Amarendra Bose.;Aryavarta.;Dismissed on merits;Press and Defamation;AnnualReport2000
d. Complaint of Sh. Yudhistira Nayak, OAS, Ex-BDO, Betnoti Block, Puri (Orissa) against Shri Kailash Agarwala.;Aryavarta.;Dismissed on merits;Press and Defamation;AnnualReport2000
69. Complaint of Devotees of Sri Sri Sri Mahapurusha Achyutananda Ashram, District Khurda against The Samaj.;June 7, 1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
b. Complaint of Devotees of Sri Sri Sri Mahapurusha Achyutananda Ashram, District Khurda against The Pragatibadi.;June 7, 1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
c. Complaint of Devotees of Sri Sri Sri Mahapurusha Achyutananda Ashram, District Khurda against The Prajatantra.;June 7, 1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
d. Complaint of Devotees of Sri Sri Sri Mahapurusha Achyutananda Ashram, District Khurda against The Anupam Bharat.;June 7, 1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
e. Complaint of Devotees of Sri Sri Sri Mahapurusha Achyutananda Ashram, District Khurda against The Matrubhasa.;June 7, 1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
f. Complaint of Devotees of Sri Sri Sri Mahapurusha Achyutananda Ashram, District Khurda against The Asian Age.;June 7, 1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
g. Complaint of Devotees of Sri Sri Sri Mahapurusha Achyutananda Ashram, District Khurda against The Indian Express.;June 7, 1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
h. Complaint of Devotees of Sri Sri Sri Mahapurusha Achyutananda Ashram, District Khurda against The Samaya.;June 7, 1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
69. Complaint of Devotees of Sri Sri Sri Mahapurusha Achyutananda Ashram, District Khurda against Utkalika.;June 7, 1999;Not pursued;Press and Defamation;AnnualReport2000
70.Complaint of Mrs. Shashikala R. Gaur, Sister-in- Charge, New Civil Hospital, Surat against Sandesh, Surat.;June 7, 1999;Upheld;Press and Defamation;AnnualReport2000
71.Complaint of Sh. P.V. Kohok, Superintendent, State Custom Excise, Chandrapur against Dainik Lokmat.;June 7, 1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
72.Complaint of Dr. K. J. Parate, Hon. Secretary, Rashtra Seva Samaj, Nagpur against Lokmat.;June 7, 1999;Directions to publish complainant's version;Press and Defamation;AnnualReport2000
73. Complaint of Sr. Thelma Gonsalves, Chairperson, Society for High Education for Women, Sophia College, Mumbai against Mid-Day.;June 7,1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
b. Complaint of Sr. Thelma Gonsalves, Chairperson, Society for High Education for Women, Sophia College, Mumbai against The Daily.;June 7,1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
74. Complaint of Sr. Thelma Gonsalves, Chairperson, Society for High Education for Women, Sophia College, Mumbai against The Daily.;June 7,1999;Settled;Press and Defamation;AnnualReport2000
74. Complaint of Sh. Anil Gote, President, Samajvadi Janata Party (Maharashtra), Mumbai against Vidarbhache Sattachakra.;June 7,1999;Upheld;Press and Defamation;AnnualReport2000
75. Complaint of Dr. Shyam B. Mukhi, Ulhasnagar against Khabardar Express, Thane, Maharashtra.;June 7,1999;Upheld;Press and Defamation;AnnualReport2000
76. Complaint of Sh. Dashrath Dharmaji Patil of Nashik against Khatarnak, Marathi weekly, Nashik, Maharashtra.;June 7,1999;Upheld;Press and Defamation;AnnualReport2000
77. Complaint of Sh. Satish Lakhande, Public Relations Officer, c/o the Dy. Chairman, Maharashtra Legislative Council, Mumbai against Manas Times.;June 7,1999;Upheld;Press and Defamation;AnnualReport2000
"78. Complaint of Ms. Susan Abraham, Mumbai against Abhiyan Gujarati; Weekly, Mumbai.";June 7, 1999;Upheld;Press and Defamation;AnnualReport2000
b. Complaint of Ms. Susan Abraham, Mumbai against Gujarat Samachar, Surat.;June 7, 1999;Upheld;Press and Defamation;AnnualReport2000
79. Complaint of Sh. Kirit Somaiya, President, BJP, Mumbai and Dayanand Nene, Press Secretary, BJP, Mumbai against Akshat Mid-Bombay;June 7, 1999;Upheld;Press and Defamation;AnnualReport2000
b. Complaint of Sh. Kirit Somaiya, President, BJP, Mumbai and Dayanand Nene, Press Secretary, BJP, Mumbai against Mumbai Dainik Sandhya (Hindi).;June 7, 1999;Upheld;Press and Defamation;AnnualReport2000
c. Complaint of Sh. Kirit Somaiya, President, BJP, Mumbai and Dayanand Nene, Press Secretary, BJP, Mumbai against Mumbai. Dainik Sandhya (Marathi).;June 7, 1999;Upheld;Press and Defamation;AnnualReport2000
d. Complaint of Sh. Kirit Somaiya, President, BJP, Mumbai and Dayanand Nene, Press Secretary, BJP, Mumbai against Mumbai Dainik Sandhya (Gujarati).;June 7, 1999;Upheld;Press and Defamation;AnnualReport2000
e. Complaint of Sh. Kirit Somaiya, President, BJP, Mumbai and Dayanand Nene, Press Secretary, BJP, Mumbai against Veto Power (Marathi).;June 7, 1999;Upheld;Press and Defamation;AnnualReport2000
f. Complaint of Sh. Kirit Somaiya, President, BJP, Mumbai and Dayanand Nene, Press Secretary, BJP, Mumbai against A to Z Politics (Hindi).;June 7, 1999;Upheld;Press and Defamation;AnnualReport2000
80. Complaint of Sh. L. R. Yaday, District Magistrate Pithorgarh against Amar Ujala, Bareilly.;August 6, 1999;Settled;Press and Defamation;AnnualReport2000
81. Complaint of Sh. M. C. Sharma, Meerut against Amar Ujala, Meerut, U.P.;August 6, 1999;Upheld;Press and Defamation;AnnualReport2000
82. Complaint of Sh. Deshdeepak Gupta, Farrukhabad against Rashtriya Sahara, Noida.;August 6, 1999;Directions to publish regrets;Press and Defamation;AnnualReport2000
83. Complaint of Sh. Arun Singh, Director, U.P. Hindi Sansthan, Lucknow against Rashtriya Sahara.;August 6, 1999;Directions to publish regrets;Press and Defamation;AnnualReport2000
84. Complaint of Shri R. K. Vaishya, Deputy Inspector General of Police, U.P. Police Radio Headquarter, Lucknow against the Editor, Dainik Jagran, Lucknow.;August 6, 1999;Upheld;Press and Defamation;AnnualReport2000
85. Complaint of Sh. S. P. Ghuliani, Vice-President, (Works Sugar), M/s. J. K. Industries, Bareilly against Dainik Jagran, Bareilly.;August 6, 1999;Withdrawn;Press and Defamation;AnnualReport2000
86. Complaint of the Director, Magna Agro Industries Limited, Sitapur against Nishpaksh Pratidin.;August 6, 1999;Upheld;Press and Defamation;AnnualReport2000
87. Complaint of Sh. Ram Autar, Executive Engineer, National Highway Division, P W D, Sitapur against Kuber Times. Lucknow.;August 6, 1999;Upheld;Press and Defamation;AnnualReport2000
88. Complaint of Sh. Manoj Kumar Jauhari, U.P. against the Editor, Uttar Ujala, Uttar Pradesh.;August 6,1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
89. Complaint of Sh. Atul Kumar Aggarwal, then Divisional Forest Officer, Baharaich against Editor, Dainik Jan Morcha.;August 6,1999;Dismissed for lack of substance;Press and Defamation;AnnualReport2000
90. Complaint of Postgraduate Students, Department of Obstetric & Gynaecology, Madurai Medical College, Madurai against Nakkheeran.;August 6,1999;Upheld;Press and Defamation;AnnualReport2000
91. Complaint of Sh. M. A. Subramaniam, General Secretary, State Transport Employees and General Workers Union Madras against Dinamalar.;August 6,1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
92. Complaint of Sh. C. Kappusami, President, Labour Progressive Federation, Chennai against Dinamalar.;August 6,1999;Directions to publish clarification;Press and Defamation;AnnualReport2000
93. Complaint of Sh. H. M. Veerabhadraswamy, Joint Registrar, Cooperative Societies, Belgaum against Samar Bhoomi.;August 6,1999;Upheld;Press and Defamation;AnnualReport2000
94. Complaint of Sh. S. D. Kumani, President, The Bijapur District Hamaliar Sangh against Editor, Rajamarga, Kannada Daily.;August 6,1999;Upheld;Press and Defamation;AnnualReport2000
95. Complaint of Sh. Chidre Sankrayya Swamy, Deputy Director, Public Instruction, Raichur against The Hindu.;August 6,1999;Directions to publish regrets;Press and Defamation;AnnualReport2000
96. Complaint of Sh. G. E. Narayana Gowda, Nehru Yuva Kendra, Bangalore against Hai Bangalore.;August 6,1999;Upheld;Press and Defamation;AnnualReport2000
97. Complaint of Sh. G. Islmail Musliyar, Dakshina Kannada against Pattanga, Fortnightly.;August 6,1999;Directions to publish complainant's version;Press and Defamation;AnnualReport2000
98. Complaint of Sh. M. A. Krishnaiah, Secretary Ambala Circle Teachers Associations & Headmaster, HPS Magadi Chikmagalur against Hello Reporter.;August 6,1999;Dismissed on merits;Press and Defamation;AnnualReport2000
99. Complaint of Mr. Chandrappa, Inspector of Police, K R Police Station, Mysore City, Karnataka against Editor, Eesanje, Bangalore.;August 6, 1999;Directions to publish regret ;Press and Defamation;AnnualReport2000
100. Complaint of Ms. Mary C. Roy, Kottayam against Outlook.;August 6, 1999;Settled;Press and Defamation;AnnualReport2000
101. Complaint of Mr. K. M. Abraham, Chairman, Travancore Cement Ltd., Kottayam against Malayala Manorama.;August 6, 1999;Directions te publish comlainant's letter;Press and Defamation;AnnualReport2000
102. Complaint of Mohd. Qamaruddin Khan, Hyderabad against Eenadu, Telugu Daily, Hyderabad.;August 6, 1999;Dismissed on merits;Press and Defamation;AnnualReport2000
103. Complaint of Publisher, Janavahini, Mangalore against Publisher Karavali Ale M/s. Chitra, Publications (P) Ltd., Mangalore.;August 6, 1999;Upheld;Press and Defamation;AnnualReport2000
b. Complaint of Publisher, Janavahini, Mangalore against Publisher Kannada Jana Antharanga, M/s. Chitra, Publications (P) Ltd., Mangalore.;August 6, 1999;Upheld;Press and Defamation;AnnualReport2000
104. Complaint of Sh. V. Subbaram Reddy, Advocate, Gudur, Nellore against Tom Tom.;August 6, 1999;Upheld;Press and Defamation;AnnualReport2000
105. Complaint of Sh. C Ilangovan, Advocate against Nakkheeran and Sh. Shanmugan Sundram, Correspondent, Nakkheeran, Chennai.;August 6, 1999;Dismissed a merits;Press and Defamation;AnnualReport2000
106. Complaint of Sh. N. Nandhivaraman, General Secretary, Dravida Peravai, Pondicherry against Malai Sudhar.;August 6, 1999;Upheld;Press and Defamation;AnnualReport2000
b. Complaint of Sh. N. Nandhivaraman, General Secretary, Dravida Peravai, Pondicherry against News Today of Chennai.;August 6, 1999;Upheld;Press and Defamation;AnnualReport2000
107. Complaint of Dr. (Ms.) Hittu Matta of Palampur against Divya Himachal, Panchkula.;October 13,1999;Upheld;Press and Defamation;AnnualReport2000
108. Complaint of Dy. General Manager (PR) Haryana State Industrial Development Corporation Ltd., Chandigarh against The Hindustan Times, New Delhi.;October 13,1999;Upheld ;Press and Defamation;AnnualReport2000
109. Complaint of Adviser to the Administrator, Chandigarh Administration against Jansatta.;October 13, 1999;Sub-judice;Press and Defamation;AnnualReport2000
110. Complaint of Sh. Vikas Pratap, IAS, Additional Commissioner (Development), Sangrur (Punjab) against Shri Subhash Jhanıp, Correspondent, Pratap Kesari.;October 13, 1999;Upheld;Press and Defamation;AnnualReport2000
111. Complaint of Dr. P. K. Bajpai, Honý. Director, Utthan, Yamuna Nagar against Kalsia Express.;October 13, 1999;Upheld;Press and Defamation;AnnualReport2000
112.  Complaint of Shri G. R. Rohil, Tahsildar, Ambala Cantt. against the Editor, Veer Pratap, Jalandhar City.;October 13, 1999;Directions to publish complaint's note;Press and Defamation;AnnualReport2000
b. Complaint of Shri G. R. Rohil, Tahsildar, Ambala Cantt. against the Editor, Jansatta, Chandigarh.;October 13, 1999;Directions to publish complaint's note;Press and Defamation;AnnualReport2000
113. Complaint of Sh. Shri Praveen Jain, Electronics Union, Fatehabad against Haryana Janadesh Times.;October 13, 1999;Upheld;Press and Defamation;AnnualReport2000
114. Complaint of Shri Ramesh Rathi, AFSO, Sonepat, Haryana against The Tribune.;October 13, 1999;Settled;Press and Defamation;AnnualReport2000
114. Complaint of Shri Ramesh Rathi, AFSO, Sonepat, Haryana against Punjab Kesari.;October 13, 1999;Directed to publish clarification;Press and Defamation;AnnualReport2000
115. Complaint of Sh. Prabhat Kumar Pandey, ex-MLA Sihora, Jabalpur against Dainik Nava Bharat.;December 13, 1999;Upheld;Press and Defamation;AnnualReport2000
116. Complaint of Smt. Kamlabai, Indore against Shabdon Ki Jung, weekly.;December 13, 1999;Upheld;Press and Defamation;AnnualReport2000
117. Complaint of Dr. Khemariya, General Manager, Milk Co-operative Union, Ujjain against Ekjai Weekly.;December 13, 1999;Directions to publish factual version;Press and Defamation;AnnualReport2000
