Complaint;Date;Status;ComplaintType;Report_name
23. Complaint of Shri M. Mohan Raj, IGP (Law & Order) Assam, Guwahati against (i) Asomiya Khabar and (ii) Pratidin, Guwahati;September 22, 2003;Amends made;Press and Defamation;AnnualReport2004
24. Complaint of Shri M. Mohan Raj, IGP (Law & Order) Assam, Guwahati against (i) Asomiya Khabar and (ii) Pratidin, Guwahati;September 22, 2003;Amends made;Press and Defamation;AnnualReport2004
25. Complaint of Shri M. Mohan Raj, IGP (Law & Order) Assam, Guwahati against (i) Asomiya Khabar and (ii) Pratidin, Guwahati;September 22, 2003;Amends made;Press and Defamation;AnnualReport2004
26. Complaint of Shri Manas Chaudhuri, Editor, Shillong Times against Meghalaya Guardian, Shillong;September 22, 2003;Disposed for now- prosecution;Press and Defamation;AnnualReport2004
27.Complaint of Shri Alok Perti, IAS. former Commissioner & Secretary, Government of Assam against Pratidin, Guwahati;September 22,2003;Directions to publish rejoinder;Press and Defamation;AnnualReport2004
28.Complaint of Shri Basti Ram, Panipat against Amar Ujala, Panipat;September 22,2003;Dismissed for non-prosecution;Press and Defamation;AnnualReport2004
29.Complaint of Smt. Ma Kunvarba, Bhuj, Gujarat against Editor, Indian Express, Ahmedabad;September 22,2003;No further action;Press and Defamation;AnnualReport2004
30.Complaint of Shri Bhim Singh Meena, Superintendent of Commercial Tax, Alwar against Popular Vichar Times;September 22,2003;Further proceedings dropped;Press and Defamation;AnnualReport2004
31. Complaint of Miss Pratibha Chauhan Assistant Professor, Department of Economics, Maharani Laxmibai Arts & Commerce College, Gwalior, M.P. against Swadesh, Gwalior;September 22,2003;Directions to publish correct version;Press and Defamation;AnnualReport2004
32. Complaint of Miss Pratibha Chauhan, Asstt. Professor, Deptt. of Economics, Maharani Laximbai Art & Commerce College, Gwalior, M.P. against Navbharat, Gwalior;September 22,2003;Regret expressed;Press and Defamation;AnnualReport2004
33.Complaint of Miss Pratibha Chauhan, Asstt. Professor, Deptt. of Economics, Maharani Laxmibai Arts & Commerce College, Gwalior, M.P, against Hindustan Times, Gwalior;September 22,2003;Observations;Press and Defamation;AnnualReport2004
35.Complaint of Shri Shahbaz Ahmed, Field Director, Bandhavgarh Tiger Reserve & Zonal Conservator of Forest, Umaria against India Today (Hindi);September 22,2003;Dismissed;Press and Defamation;AnnualReport2004
36. Complaint of Shri Shahbaz Ahmed, Field Director, Bandhavgarh Tiger Reserve & Zonal Conservator of Forest, Umaria against TheTimes of India, New Delhi;September 22, 2003;Dismissed;Press and Defamation;AnnualReport2004
37. Complaint of Dr. Ranjit Mishra, Patna against Hindustan Dainik, Patna;September 22, 2003;Warned;Press and Defamation;AnnualReport2004
38.Complaint of Dr. Baddi Uijiama, Bihar against Editor, Dainik Aaj, Patna;September 22, 2003;Disposed of with directions;Press and Defamation;AnnualReport2004
39.Complaint of Shri Ashok Soni, Muraliganj, Bihar against Yuva Prayas, Forbesganj;September 22, 2003;Directions to publish contradiction;Press and Defamation;AnnualReport2004
40.Complaint of Shri Akhilesh, State Bureau Chief, Crime Reporter, Patna against Editor, Dainik Aaj, Patna;September 22, 2003;Dismissed;Press and Defamation;AnnualReport2004
41. Complaint of Shri H.S. Pant, State Vice President, B.J.P.. Andaman & Nicobar Islands, Port Blair against 'The Andaman Express', Port Blair;September 22, 2003;Closed for not being pressed;Press and Defamation;AnnualReport2004
42. Complaint of Shri Manilal Shah, President,  Shri Akhil Bharat Achalgarh Swetambar Jain Sangh, Mumbai against Editor, Kutchh Rachana, Mumbai;September 22, 2003;Closed for not being pursued;Press and Defamation;AnnualReport2004
43. Complaint of Dr. Sharad Gogate, Surlata Hospital. Mumbai against Editor, Mid Day, Mumbai;September 22, 2003;Disposed of with directions;Press and Defamation;AnnualReport2004
44.Complaint of Dr. A. Chakrapani, Sr. Advocate and Member, All India Congress Committee, Hyderabad (Camp: New Delhi) against The Times of India, Hyderabad;September 22, 2003;Warned;Press and Defamation;AnnualReport2004
45.Complaint of Shri A.C: Batra, hairman, Shri Adya Katyayani Shaktipith Temple Trust, New Delhi against Pioneer, New Delhi;September 22, 2003;Directions to publish clarification;Press and Defamation;AnnualReport2004
46. Complaint of Shri V.H. Dalmia, President, VHP, New Delhi against The Hindustan publish Times, New Delhi ;September 22, 2003;Directions to clarification ;Press and Defamation;AnnualReport2004
47. Complaint of Shri V.H. Dalmia, President,  VHP, New Delhi against The Economic publish Times, New Delhi ;September 22, 2003;Directions to clarification;Press and Defamation;AnnualReport2004
48. Complaint of Dr. Saroj Rani, Patiala J against Desh Sewak, Chandigarh ;September 22, 2003;Warned;Press and Defamation;AnnualReport2004
49.Complaint of Dr. Saroj Rani, Patiala against ,  TheTimes of India, Chandigarh ;September 22, 2003;Warned;Press and Defamation;AnnualReport2004
50. Complaint of Shri Atul Rawat, Pitampura, Delhi against Hindustan Times, New Delhi;September 22, 2003;Disposed of with directions;Press and Defamation;AnnualReport2004
51. Complaint of Dr. S. Bal, Associate Professor of Surgery, AIIMS, New Delhi against Dainik Jagran New Delhi;September 22, 2003;Directions to publish clarifications;Press and Defamation;AnnualReport2004
52. Complaint of Shri Karuna Kant Gupta, Hardoi,  against Dainik Jagran, Kanpur ;September 22, 2003;Dismissed;Press and Defamation;AnnualReport2004
53. Complaint of the Director, Corbett Tiger Reserve, Ramnagar, Nainital against Dainik Jagran Dehradun ;September 22, 2003;Amends made;Press and Defamation;AnnualReport2004
54. Complaint of Shri Hira Lal. S.D.M.. Baheri, Bareilly, U.P. against Amar Ujala , Bareilly;September 22, 2003;Dismissed being devoid of merit;Press and Defamation;AnnualReport2004
55. Complaint of Smt. Sushila Devi, Head of Government District Library, Banda, U.P. against Nav Karma yug, Banda issues dated 29.11,2001;September 22, 2003;Dismissed being devoid of merit;Press and Defamation;AnnualReport2004
56. Complaint of Smt. Sushila Devi, Head of Government District Library, Banda, U.P, against Nav Karma Yug, Banda issues dated 26.12.2001;September 22, 2003;Dismissed being devoid of merit;Press and Defamation;AnnualReport2004
57.Complaint of Shri B.S. Bharmolia, Mandi, Himachal Pradesh against Punjab Kesari, Jalandhar;September 22, 2003;Dismissed being devoid of merit;Press and Defamation;AnnualReport2004
58. Complaint of Shri Ramdas Sharma, Editor to Navyug Prakash, Kanpur, U.P. against publish version Social Audit, Kanpur;September 22, 2003;Directions;Press and Defamation;AnnualReport2004
59. Complaint of Shri Mihir K umar Singh, with District Magistrate, Kaimur Editor, Times of India, Patna;September 22, 2003;Disposed of against the observations;Press and Defamation;AnnualReport2004
60. Complaint of Shri R.C. Vaish, Commissioner s & Secretary, Labour Employment & Training Department, Bihar, Patna against The Times of India, Patna;September 22, 2003;Dismissed for lack of grounds;Press and Defamation;AnnualReport2004
61.Complaint of Shri Dayanath, District Sitamarhi against Dainik Jagran, Patna, Bihar.;September 22, 2003;Dismissed being without substance;Press and Defamation;AnnualReport2004
62.Complaint of Dr. Prof. R.B. Singh, Principal, B.H.M. College, Lakhisarai against Hindustan, Bhagalpur;September 22, 2003;Dismissed;Press and Defamation;AnnualReport2004
63.Complaint of Shri Nayyar Husnain Khan, IPS, Superintendent of Police, Buxar, against Samkalin Taapman, Patna;September 22, 2003;Directions to publish rejoinder;Press and Defamation;AnnualReport2004
64.Complaint of the District Magistrate, Purvi Champaran, Motihari, Bihar against Hindustan, Patna;September 22, 2003;Dismissed being devoid of merit;Press and Defamation;AnnualReport2004
65. Complaint of Superintendent of Police, Nawada against Hindustan Times, Patna;September 22, 2003;Dismissed for lack of substance,;Press and Defamation;AnnualReport2004
66. Complaint of Shri Pradeep Kumar Srivastava, S.P. Deogarh against Hindustan, Ranchi and Hindustan, Patna ;September 22, 2003;Amends made;Press and Defamation;AnnualReport2004
67. Complaint of Shri Pradeep Kumar Srivastava. S.P. Deogarh against Hindustan, Ranchi and Hindustan, Patna;September 22, 2003;Amends made;Press and Defamation;AnnualReport2004
68. Complaint of Shri Nitin G. Shah, Shimnit Utsch Pvt. Ltd., Nariman Point, Mumbai against The Times of India, Lucknow;November 17, 2003;Directions to publish clarification ;Press and Defamation;AnnualReport2004
69. Complaint of Shri Vivekananda Sawant, Project Co-ordinator, Yuvak Pratisthan and Shri Kirit Somaiya, M.P. (Lok Sabha) against Maharashtra Times, Mumbai;November 17, 2003;Directions to publish clarification;Press and Defamation;AnnualReport2004
70. Complaint of Shri Vivekananda Sawant, Project Co-ordinator, Yuvak Pratisthan and Shri Kirit Somaiya, M.P. (Lok Sabha) against Maharashtra Times, Mumbai;November 17, 2003;Directions to Publish clarification;Press and Defamation;AnnualReport2004
71. Complaint of Shri H.G. Ghodke, Medical Superintendent-in-Charge, R.P.U. Kutir Hospital, Umarkhed, Yavatmal, Maharashtra against Gavran Khabar Ya, Marathi Weekly, Umarkhed;November 17, 2003;Censured;Press and Defamation;AnnualReport2004
72. Complaint of Ms. Awantika Chitnavis, Nagpur against The Hitvada, Nagpur;November 17, 2003;Disposed of being outside jurisdiction;Press and Defamation;AnnualReport2004
73. Complaint of Shri Debashish Basu, Director,Kensource Information Services (P) Ltd, Mumbai against The Asian Age, New Delhi;November 17, 2003;Disposed of with directions;Press and Defamation;AnnualReport2004
74. Complaint of Shri Afzal Ahmed Mohammad Usman, Nasik against The Prince Weekly, Nasik;November 17, 2003;Dismissed being without substance;Press and Defamation;AnnualReport2004
75. Complaint of Shri Aspi Doctor, Principal, Tolani College of Commerce, Andheri (East), Mumbai against the editor, Mid Day, Mumbai;November 17, 2003;Disposed or with observations;Press and Defamation;AnnualReport2004
76. Complaint of Shri Shivlal Daga, Mumbai against Mid-Day, Mumbai;November 17, 2003;Directions to publish clarification;Press and Defamation;AnnualReport2004
77. Complaint of Dr. Subhash Hira, Director, ARCON, Mumbai against Indian Express, Mumbai;November 17, 2003;Dismissed being devoid of merit;Press and Defamation;AnnualReport2004
78. Complaint of Shri G.D. Inamdar, Retd., Judge, Solapur, (Maharashtra) against Lokmat, Solapur, Maharashtra;November 17, 2003;Directions to publish clarification;Press and Defamation;AnnualReport2004
79.Complaint of Dr. (Mrs.) S.R. Gokhle, Raigad (Maharashtra) against Daily Kulaba Shivte, Maharashtra;November 17, 2003;Directions to publish clarification;Press and Defamation;AnnualReport2004
80.Complaint of Li. Col. S.N. Upadhyaya, Commanding Officer, 53 Maharashtra Bn NCC, Latur (Maharashtra) against Latur Ki Awaj, Latur;November 17, 2003;Upheld ;Press and Defamation;AnnualReport2004
81. Complaint of Shri Satishchandra Dalal, Surat, Gujarat against Sandesh, Surat edition;November 17, 2003;Disposed of with directions;Press and Defamation;AnnualReport2004
82. Complaint of Ms. Ami Arvindbhai Dalal, Surat, Gujarat against Pratap Darpan, Surat;November 17, 2003;Disposed of with directions;Press and Defamation;AnnualReport2004
83. Complaint of Shri Haji Usmangani Rizvi. President, Amin-e-Shariat, Education Trust, Jamnagar, Gujarat against The Week, Cochin;November 17, 2003;Directions to publish rebuttal;Press and Defamation;AnnualReport2004
84. Complaint of Shri Haji Usmangani Rizvi, President, Amin-e-Shariat, Education Trust, Jamnagar, Gujarat against Sanj Samachar;November 17, 2003;Directions to publish rebuttal;Press and Defamation;AnnualReport2004
85. Complaint of Shri Haji Usmangani Rizvi, President, Amin-e-Shariat Education Trust, Jamnagar, Gujarat, against Gujarat Samachar;November 17, 2003;Directions to publish rebuttal;Press and Defamation;AnnualReport2004
86. Complaint of Shri Haji Usmangani Rizvi, President, Amin-e-Shariat, Education Trust, Jamnagar, Gujarat against Jai Hind;November 17, 2003;Directions to publish rebuttal;Press and Defamation;AnnualReport2004
87. Complaint of Shri Haji Usmangani Rizvi, President, Amin-e-Shariat, Education Trust, Jamnagar, Gujarat against Aaj Kal;November 17, 2003;Directions to publish rebuttal;Press and Defamation;AnnualReport2004
88. Complaint of Shri Haji Usmangani Rizvi, President, Amin-e-Shariat, Education Trust, Jamnagar, Gujarat against Lok Waat;November 17, 2003;Directions to publish rebuttal;Press and Defamation;AnnualReport2004
89. Complaint of Shri H.L. Srikanthaiah, Minister for Revenue, Government of Karnataka, Bangalore against Hai Bangalore;March 17, 2004;Withdrawn as settled;Press and Defamation;AnnualReport2004
90. Complaint of Shri Basavangouda Patil, Minister of Textiles against Hai Bangalore;March 17, 2004;Withdrawn as settled;Press and Defamation;AnnualReport2004
91. Complaint of Smt. Motamma, Minister for Women & Children Welfare, Government of Karnataka, Bangalore against Hai Bangalore;March 17, 2004;Withdrawn as settled;Press and Defamation;AnnualReport2004
92. Complaint of Shri K.B. Koliwad, Minister for Rural Water Supply, Government of Karnataka, Bangalore against Hai Bangalore;March 17, 2004;Withdrawn as settled;Press and Defamation;AnnualReport2004
93. Complaint of Shri B. Srikantappa, Superintendent of Police, Haveri against Hai Bangalore;March 17, 2004;Admonished;Press and Defamation;AnnualReport2004
94. Complaint of Shri P.M. Pemmaiah, Assistant Commissioner of Police, Ulsoor Gate Sub Division, Bangalore against Hai Bangalore;March 17, 2004;Admonished;Press and Defamation;AnnualReport2004
95. Complaint of Shri Radhakrishna, Bangalore against Hai Bangalore;March 17, 2004;Admonished;Press and Defamation;AnnualReport2004
96. Complaint of Shri Suresh Naidu, ACP, Madivala Sub Division against Hai Bangalore;March 17, 2004;Admonished;Press and Defamation;AnnualReport2004
97. Complaint of Shri S.D. Siddalinga Swamy, Executive Director, HMT Watch Division, Bangalore against Hai Bangalore;March 17,2004;Withdrawn as settled;Press and Defamation;AnnualReport2004
98. Complaint of Shri R.B. Deshpande, Belgaum, Karnataka against Hai Bangalore;March 17,2004;Directions to publish clarification;Press and Defamation;AnnualReport2004
99. Complaint of Shri Ravindranath Tagore, IPS, Inspector General of Police, Central Range, Bangalore against Hai Bangalore;March 17,2004;Dismissed being sub-judice;Press and Defamation;AnnualReport2004
100. Complaint of the Chairman, Ayurveda Vidyalaya Samiti, Bijapur against Bangalore, Bangalore;March 17,2004;Admonished;Press and Defamation;AnnualReport2004
101. Complaint of The Registrar, Manipal Academy of Higher Education, Manipal, Karnataka against Lankesh Patrike;March 17,2004;Disposed of with directions;Press and Defamation;AnnualReport2004
102. Complaint of Shri K.K. Naik, Shri Satya Sai Education Association, Prijapur, Karnataka against Veera Vani;March 17,2004;Disposed of with directions;Press and Defamation;AnnualReport2004
103. Complaint of Shri K.K. Naik, Shri Satya Sai Education Association, Prijapur, Karnataka against Karnataka Herald;March 17,2004;Disposed of with directions;Press and Defamation;AnnualReport2004
104. Complaint of Shri K.K. Naik. Shri Satya Sai Education Association, Prijapur, Karnataka against Kannda Kogile;March 17,2004;Disposed of with directions;Press and Defamation;AnnualReport2004
105. Complaint of Shri Mohd. Isac, Kundapura, Karnataka against Kunda Prabha, Kundapura;March 17,2004;Disposed of;Press and Defamation;AnnualReport2004
106. Complaint of the Executive Director, Manipal Media Networks Ltd., against Chitra Publications Pvt. Ltd., Mangalore;March 17,2004;Cautioned;Press and Defamation;AnnualReport2004
107. Complaint of Shri K.H. Hanumegauda, MLA, Bangalore against Jana Mitra;March 17,2004;Disposed of with directions;Press and Defamation;AnnualReport2004
108. Complaint of Shri T. Pitchandi, IAS, Secretary to Government, Public (Law & Orders) Department, Chennai against Dinakaran;March 17,2004;Dismissed being devoid of merit;Press and Defamation;AnnualReport2004
109. Complaint of Shri Sebastian Joseph, Chief Reporter, Malayala Manorama, Kozhikode against Nava Yugan Weekly, Thiruvanthapuram;March 17,2004;Disposed of with directions;Press and Defamation;AnnualReport2004
110. Complaint of Smt. Anasuryamma, Legislator, Chikkaballapur Constituency, Kolar District against Abhimanyu, Kannada fortnightly, Bangalore;March 17,2004;Disposed of with directions;Press and Defamation;AnnualReport2004
111. Complaint of Shri Radha Krishna, Bangalore against Abhimanyu, Kannada fortnightly, Bangalore-;March 17,2004;Admonished;Press and Defamation;AnnualReport2004
112. Complaint of Shri Radhakrishna, Bangalore against Abhimanyu, Kannada fortnightly, Bangalore;March 17,2004;Admonished;Press and Defamation;AnnualReport2004
113. Complaint of Shri S.A. Abdul Salam, Kerala against Madhyamam, Kozhikode, Kerala;March 17,2004;Dismissed;Press and Defamation;AnnualReport2004
114. Complaint of Shri Pratap Ramdas, Manager, Tata Tea Ltd., Kerala against Madhyamam. Kozhikode, Kerala;March 17,2004;Cautioned;Press and Defamation;AnnualReport2004
115. Complaint of Shri R. Raveendran, Advocate, Kerala against Crime, Kozhikode, Kerala;March 17,2004;Disposed of with directions;Press and Defamation;AnnualReport2004
116. Complaint of Sister A. Vasuvasam, Madurai against Police Seithi, Chennai;March 17,2004;Admonished;Press and Defamation;AnnualReport2004
117. Complaint of Shri B. R. Badrinath, Bangalore against Agni Idhu, Kannada Weekly;March 17,2004;Warned;Press and Defamation;AnnualReport2004
118. Complaint of Shri S.P.S. Ahlawat, Director, Central Agricultural Research Institute, Port Blair against Dweepon Ki Awaz;March 17, 2004;Withdrawn;Press and Defamation;AnnualReport2004
119. Complaint of Shri Satya N. Mohanty, IAS, Hyderabad against Deccan Chronicle, Hyderabad;March 17, 2004;Disposed of with directions;Press and Defamation;AnnualReport2004
120. Complaint of Smt. Abhilasha Bisht, IPS, S.P. Cuddapah, Andhra Pradesh against Vartha, Cuddapa, Andhra Pradesh;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
121. Complaints of Shri P. Balasubrahmanyam, Joint Executive Officer, Tirumala Tirupathi Devasthanam, Tirumala against Asthram and Varthamanm;March 17, 2004;Warned;Press and Defamation;AnnualReport2004
122. Complaints of Shri P. Balasubrahmanyam, Joint Executive Officer, Tirumala Tirupathi Devasthanam, Tirumala against Asthram and Varthamanm;March 17, 2004;Warned;Press and Defamation;AnnualReport2004
123. Complaint of M/s Lokmat Newspapers Ltd., Nagpur against Dainik Gavakari, Jalgaon edition, Maharashtra;March 17, 2004;Disposed of with observations;Press and Defamation;AnnualReport2004
124. Complaint of Shri S.K. Das, S.E. (Excv.) Chandrapur, Maharashtra against Vidharbh Chandika, Nagpur, Maharashtra;March 17, 2004;Upheld;Press and Defamation;AnnualReport2004
125. Complaint of Shri K.R. Anand, New Delhi against Jansatta;March 17, 2004;Warned;Press and Defamation;AnnualReport2004
126. Complaint of Shri R. K. Singh, Principal, Rajendra Singh Intermediate College, Muradabad against Amar Ujala, Muradabad;March 17, 2004;Dismissed for non-prosecution;Press and Defamation;AnnualReport2004
127. Complaint of Shri R. K. Singh, Principal, Rajendra Singh Intermediate College, Muradabad against Dainik Jagran, Muradabad;March 17, 2004;Dismissed for non-prosecution;Press and Defamation;AnnualReport2004
128. Complaint of Mrs. Veena Madan, Principal and Shri Rakesh Kumar, Convenor, Senior Activity School, Hansi, Haryana against Dainik Jagran, Hisar, Haryana;March17, 2004;Dismissed;Press and Defamation;AnnualReport2004
129. Complaints of Mrs. Veena Madan, Principal and Shri Rakesh Kumar, Convenor, Senior Activity School, Hansi, Haryana against Dainik Jagran, Hisar, Haryana;March17, 2004;Dismissed;Press and Defamation;AnnualReport2004
130. Complaint of Shri R. S. Chaudhary, Vice-Chancellor, Kurukshetra University, Kurukshetra, Haryana against Dainik Bhaskar, Panipat;March17, 2004;Disposed of with observations;Press and Defamation;AnnualReport2004
131. Complaint of Smt. Mamta Khatter, Bahadurgarh, Haryana against Dainik Bhaskar, Panipat;March17, 2004;Warned;Press and Defamation;AnnualReport2004
132. Complaint of the Chief Editor, Khandelwal Mahasabha Patrika, Hindi Monthly, Agra against Editor, Khandelwal Pariwar, Hindi Fortnightly, Agra;March17, 2004;Upheld;Press and Defamation;AnnualReport2004
133. Complaint of Dr. D.R. Yadav, Prof. & Head, Forensic Medicine Department, Pt. B.D. Sharma Post Graduate Institute of Medical Sciences, Rohtak (Haryana) against The Tribune, Chandigarh;March17, 2004;Disposed of with observations;Press and Defamation;AnnualReport2004
134. Complaint of the Director, Post Graduate Institute of Medical Research, Chandigarh against The Tribune, Chandigarh;March17, 2004;Dismissed being withdrawn;Press and Defamation;AnnualReport2004
135. Complaint of Shri V.K. Jain, Administrative Officer, Lala Ram Sarup Institute of Tuberculosis and Respiratory Diseases, New Delhi against Hindustan Times;March17, 2004;Directions;Press and Defamation;AnnualReport2004
136. Complaint of Shri Ram Kishore Goyal, Meerut against Rashtriya Sammukh, Meerut;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
137. Complaint of Dr. K.N. Srivastava, Medical Superintendent, Deen Dayal Upadhaya Hospital, New Delhi against Rashtriya Sahara, New Delhi;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
138. Complaint of Shri V.K. Chhabra, Senior General Manager (Commerce), Pasupati Acrylon Limited, Thakurdwara, Moradabad against Dainik Jagran, Moradabad;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
139. Complaint of Laureate Education Society, Bharari Shimla, H.P. against Divya Himachal, Shimla;March 17, 2004;Warned;Press and Defamation;AnnualReport2004
140. Complaint of Shri Harbans Singh, Executive Engineer, Kathua, J&K against Glimpses of Future, Jammu;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
141. Complaint of Shri M.A. Ramzana, Srinagar against Alsafa;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
142. Complaint of Shri Subhash Chander Jain, Ghaziabad against Sankalp, Ghaziabad;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
143. Complaint of Shri Narayan Das Agarwal, Meerut against Amar Ujala, Meerut;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
144. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
145. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
146. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
147. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
148. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
149. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
150. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
151. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
152. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
153. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
154. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
155. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
156. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
157. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
158. Complaint of Shri Ashok Baijal, Executive Engineer (Civil), Indore, Municipal Corporation, Indore against various issues of Prabhat Kiran, evening daily, Indore;March 17, 2004;Directions;Press and Defamation;AnnualReport2004
