Complaint;Date;Status;ComplaintType;Report_name
17. Complaint of Sh. Harjeet Dua, Editor, 'Yuva Pukar', Hindi weekly and 'Sher-e-Yamunapar', Hindi Fortnightly, Delhi against anti-social elements and local Police of trans-Yamuna, Krishan Nagar Police Station, Delhi.;March 20, 1991;C;Voilence against Newsmen;AnnualReport1991
18. Complaint of Sh. Khalid Nishu, Editor, 'Nishu Times', against the Sub-Inspector of Police Bharatinagar, Bangalore.;March 20, 1991;B;Voilence against Newsmen;AnnualReport1991
19. Complaint of Sh. A. N. Ashtavakra, Editor, 'Kano-Kan' Weekly published from Nehra (Bihar) against Govt. of Bihar;July 12, 1990;D;Facilities to the Press;AnnualReport1991
20. Complaint of Sh. Mohan Kumar, Editor, 'Golden World', Hindi weekly published from Pilibhit, against Government of U.P. regarding non-renewal of the accreditation cards.;July 12, 1990;C;Facilities to the Press;AnnualReport1991
21. Complaint of Ms. Anita Shailendra, Editor, 'Jan Bharati', against Government of U.P. regarding harassment in the matter of grant of advts. to her weekly.;July 12, 1990;D;Facilities to the Press;AnnualReport1991
"22. Complaint of Sh. Ramakalpa Upadhyaya, Editor/Publisher of Hindi weekly 'Shanti Mitra' against DAVP. """;July 12, 1990;C;Facilities to the Press;AnnualReport1991
23. Complaint of Sh. Mahendra Prasad Gupta, Editor & Publisher of 'Sahkari Yuga', Hindi weekly of Rampur, against DAVP regarding stoppage of advts.;November 5, 1990;C;Facilities to the Press;AnnualReport1991
24. Complaint of the Editor, 'Dainik Manish Times', Saharanpur, Uttar Pradesh regarding non-release of advts.;November 5, 1990;D;Facilities to the Press;AnnualReport1991
25. Complaint of Sh. Suresh Verma, Chief Editor, 'Kranti Kathan, Indore, against Govt. of M.P. regarding denial of accreditation.;November  5,1990;C;Facilities to the Press;AnnualReport1991
26. Complaint of Sh. Mohan Nagpal, President, Editor's Association, Bhatinda against Municipal Committee, Bhatinda.;November  5,1990;B;Facilities to the Press;AnnualReport1991
27. Complaint of Sh. U. S. Josh, Chief Editor, 'Dilli Ke Sholey', Hindi weekly, Delhi against Sh. S. N. Chatterjee, Director of Information & Publicity, Delhi Administration, Delhi.;November  5,1990;B;Facilities to the Press;AnnualReport1991
28. Complaint of Sh. S. K. Bhattacharjee, Journalist of Gujarat against the Govt. of Gujarat.;November  5,1990;C;Facilities to the Press;AnnualReport1991
29. Complaint of Sh. B. P. Mishra, Chief Editor, 'Khas Jagran', Hindi weekly published from Kanpur and Gorakhpur, against DAVP regarding stoppage of advts.;November  5,1990;C;Facilities to the Press;AnnualReport1991
30. Complaint of Sh. Ram Pratap Bahuguna, Editor, 'Upamanyu' Weekly, Dehrahun against District Information Officer regarding harassment.;January 21,1991;C;Facilities to the Press;AnnualReport1991
31. Complaint of Sh. Munna Lal Luheria, Chief Editor, Patrakar Vikas Sangh against Govt. of M.P. regarding non-issuance of identity of cards.;March 20,1991;B;Facilities to the Press;AnnualReport1991
32. Complaint of Sh. Raj Kumar Sharma, Corres-pondent of Saranga magazine regarding threats from Sh. Mehtab Singh, General Manager, Haryana State Transport.;July 12,1990;B;Curtailment of Press Freedom;AnnualReport1991
33. Complaint of Dr. H. Majid Hussain, Chief Editor, Urdu action and Hindi action from Bhopal regarding harassment and illegal proceedings.;July 12,1990;D;Curtailment of Press Freedom;AnnualReport1991
34. Complaint of Sh. Gurbachan Singh Soch, General Secretary of Saptahik Samachar Patra Samiti against the State Govt. authorities, Bhopal.;July 12, 1990;D;Curtailment of Press Freedom;AnnualReport1991
35. Complaint of Sh. Mohan Nagpal and Sh. Babu Ram Bansal, President and General Secretary of Punjab Union of Journalists against District Public Relations Officer, Bhatinda for putting on some reporters of the District.;November 5,1995;C;Curtailment of Press Freedom;AnnualReport1991
"36. Complaint of Sh. M. L. Kotru, Resident Editor, The Statesman, N.D. against Sh. C. R. Irani Managing Director, The Statesman Ltd., Calcutta. """;November 5,1995;D;Curtailment of Press Freedom;AnnualReport1991
