Complaint;Date;Status;ComplaintType;Report_name
26. Complaint of Dr. Arti Shoney (Khatter), Pune against Sakal newspaper.;June 23, 1997;Upheld;Principles and Publication;AnnualReport1998
27. Complaint of Shri Shakeel S. Reshamwalla, Mumbai against Samantar Pravah, Gujarati Daily, Mumbai.;June 23, 1997;Upheld;Principles and Publication;AnnualReport1998
28. Complaint of Shri George Verghese, General Manager, Indian Express (Bombay) Ltd., Mumbai against Samna.;June 23, 1997;Disposed of with directions;Principles and Publication;AnnualReport1998
29. Complaint of Additional Commis-sioner of Police, CID, Mumbai against Free Press Journal, Mumbai. 1;June 23, 1997;Upheld-disapproval;Principles and Publication;AnnualReport1998
30. Complaint of Shri G.D. Pol, Office of the Commissioner and Special IGP, CID (Int.), Ms, Mumbai against Free Press Journal, Mumbai.;June 23, 1997;Closed with directions;Principles and Publication;AnnualReport1998
31. Complaint of Ms. Shibani Bathija, Mumbai against The Times of India, Mumbai.;June 23, 1997;Upheld;Principles and Publication;AnnualReport1998
32. Complaint of Mrs. K.L. Rebello, Kandivli East, Mumbai against Bombay Times, Mumbai.;June 23, 1997;Upheld disapproval of conduct;Principles and Publication;AnnualReport1998
33. Complaint of M/s. Associated Brew-eries & Distilleries, Mumbai through M/s. Mahimtura & Co., Advocates, Mumbai against APLE NHAVE SHAHER, Mumbai.;June 23, 1997;Withdrawn;Principles and Publication;AnnualReport1998
34. Complaint of Shri M.S. Kilpady, Mumbai against Mid-Day.;June 23, 1997;Withdrawn;Principles and Publication;AnnualReport1998
35. Complaint of Shri George Pinto, M/s. Print India, Mumbai through his advocate Shri Prasanna Sarportdar against Mid-Day.;June 23, 1997;Disposed with directions;Principles and Publication;AnnualReport1998
36.  Complaint of Shri K.R. Deshmukh, Secretary, Maharashtra State Service Commission, Mumbai against Loksatta, Mumbai.;June 23, 1997;Upheld (Reprimanded);Principles and Publication;AnnualReport1998
b.Complaint of Shri K.R. Deshmukh, Secretary, Maharashtra State Service Commission, Mumbai against Lokmat, Aurangabad.;June 23, 1997;Upheld (Reprimanded);Principles and Publication;AnnualReport1998
c. Complaint of Shri K.R. Deshmukh, Secretary, Maharashtra State Service Commission, Mumbai against Sakal, Pune.;June 23, 1997;Upheld (Reprimanded);Principles and Publication;AnnualReport1998
37. Complaint of Alpic Finance Ltd., Mumbai against The Telegraph, Calcutta.;June 23, 1997;Upheld (Reprimanded);Principles and Publication;AnnualReport1998
38. Complaint of Shri Rajesh Dubey, Bhilai Nagar against Dainik Bhaskar, Raipur.;June 23, 1997;Withdrawn;Principles and Publication;AnnualReport1998
39. Complaint of Shri K. Somanathan, General Manager, Godrej Soap Ltd., Gwalior against Mangal Manasvi Monthly.;June 23, 1997;Upheld;Principles and Publication;AnnualReport1998
40. Complaint of Shri S.H. Akhtar, President, Waqf, Hakim Syed Hifazat Ali against Rashtriya Sahara, Lucknow.;June 23, 1997;Closed with directions;Principles and Publication;AnnualReport1998
41. Complaint of Shri Raghunath Patnaik, Minister for Law, Govt. of Orissa against The Samaj.;June 23, 1997;Contradiction published;Principles and Publication;AnnualReport1998
42. Complaint of Mr. Justice D.S. Mathur, Chief Justice, U.P. (Retd.), Mumbai against The Economic Times, Mumbai.;June 23, 1997;Disposed of with directions;Principles and Publication;AnnualReport1998
43. Complaint of Deputy Commissioner, Kulu against Himsatta, Chandigarh.;June 23, 1997;Upheld (Censured);Principles and Publication;AnnualReport1998
44. Complaint of Mrs. Veena Dhingara, Chandigarh against the Reporter, Nawan Zamana, Jalandhar.;June 23, 1997;Dismissed on merits;Principles and Publication;AnnualReport1998
45. Complaint of Sr. Superintendent of Police, Sangrur (Punjab) against Shri Gurmal Singh, Journalist, Jagbani, Punjabi daily.;June 23, 1997;Dismissed;Principles and Publication;AnnualReport1998
46. Complaint of Shri Ranbir Singh, Panipat against Dainik Tribune and Hindustan, New Delhi.;June 23, 1997;Dismissed on merits;Principles and Publication;AnnualReport1998
47. Complaint of Shri Rakesh Kumar, Singla Enterprises, Lehra Gaga against Shri Ashok Kumar Gupta, Chief Editor, Golden Punjab.;June 23, 1997;Disposed of with directions;Principles and Publication;AnnualReport1998
48. Complaint of Shri Brij Mohan, District Rewari against Punjab Kesari, Delhi.;June 23, 1997;Disposed on merits;Principles and Publication;AnnualReport1998
49. Complaint of Shri Vijay Kumar Arora, Advocate of Karnal against Punjab Kesari, Jalandhar.;June 23, 1997;Dismissed on merits;Principles and Publication;AnnualReport1998
50. Complaint of Dr. N. K. Sharma, Reader, Maths Department, Sri Venkateswara College, New Delhi against The Times of India.;June 23, 1997;Upheld (Reprimanded);Principles and Publication;AnnualReport1998
51. Complaint of Shri Banwari Lal, Member, Municipal Councillor, Suratgarh against Seema Ki Lalkar, Suratgarh.;June 23, 1997;Dismissed on merits;Principles and Publication;AnnualReport1998
52. Complaint of Shri A.C. Padhi, Joint Secretary, UPSC, New Delhi against Dainik Jagran, Delhi.;June 23,1997;Disposed of with directions;Principles and Publication;AnnualReport1998
b.Complaint of Shri A.C. Padhi, Joint Secretary, UPSC, New Delhi against Punjab Kesari, Delhi.;June 23,1997;Disposed of with directions;Principles and Publication;AnnualReport1998
53. Complaint of Major General Vombatkere, Additional Directorate General, Discipline & Vigilance, Adjutant General's Branch, Army Headquarter, DHQ, PO, New Delhi against The Week.;June 23,1997;Dropped (Regrets published);Principles and Publication;AnnualReport1998
54. Complaint of Ms. Seema Mustafa of New Delhi against Dainik Jagran issue dated 2.2.96.;June 23,1997;Dropped on merits;Principles and Publication;AnnualReport1998
55. Complaint of the Secretary & Fi-nancial Controller, Star Hotels Ltd., New Delhi against The Haryana Tribune and the Lala Samachar.;June 23,1997;Upheld (Censured);Principles and Publication;AnnualReport1998
56. Complaint of Mrs. Adarsh Misra, Joint Secretary, Ministry of Health & Family Welfare, New Delhi against The Hindustan Times.;June 23,1997;Upheld (Repri-manded);Principles and Publication;AnnualReport1998
57. Complaint of Shri V.K. Saxena, Brig., DDGMIL (C) Army Liaison Cell, New Delhi against India To-day.;June 23,1997;Disposed with directions;Principles and Publication;AnnualReport1998
58. Complaint of Shri K.R. Ganesh, New Delhi against The Hindustan Times, New Delhi.;June 23,1997;Dismissed on merits;Principles and Publication;AnnualReport1998
b. Complaint of Shri K.R. Ganesh, New Delhi against The Times of India, New Delhi.;June 23,1997;Dismissed on merits;Principles and Publication;AnnualReport1998
c.Complaint of Shri K.R. Ganesh, New Delhi against The The Pioneer, New Delhi.;June 23,1997;Dismissed on merits;Principles and Publication;AnnualReport1998
59. Complaint of Shri Sukdeo Paswan, M.P. (Lok Sabha) (through his advocate Shri Prabhash Kumar Yadav) against Jansatta, New Delhi.;June 23,1997;Dismissed on merits;Principles and Publication;AnnualReport1998
60. Complaint of Shri P.P. Singh, Sec-retary, National Open School, Department of Education, Ministry of Human Resource Development, Govt. of India, against The Hindustan Times.;June 23,1997;Sub-judice;Principles and Publication;AnnualReport1998
61. Complaint of Dr.. Amit Banerjee, Prof. of Cardiothoracic Surgery, G.B. Pant Hospital, New Delhi against Editor, Hindustan Times, New Delhi.;June 23,1997;* Dropped (Grievance redressed);Principles and Publication;AnnualReport1998
62. Complaint of Shri Bhagwandas, Devi Ahila Vishwavidhyalaya, Indore against Dainik Bhaskar, Indore.;June 23,1997;Upheld (Admonished);Principles and Publication;AnnualReport1998
63. Complaint of Shri Ramesh Chander Thagela, Assistant Director, Infor-mation & Public Relations Depart-ment against Thanvi Muzaffarnagar Times.;September 22, 1997;Upheld (Repri-manded);Principles and Publication;AnnualReport1998
64. Complaint of Dr. Joginder Singh, Guru Nanak Homeo Clinic, Puranpur, Pilibhit against Dainik Amar Ujala, Bareilly.;September 22, 1997;Dismissed on merits.;Principles and Publication;AnnualReport1998
65. Complaint of Shri R.P. Singh, Sr. Personnel Officer, Obra Thermal & Hydel Projects, U.P. State Elec-tricity Board, Obrasonebhadra against Dainik Aaj, Varanasi edition.;September 22, 1997;Upheld (Censured);Principles and Publication;AnnualReport1998
66. Complaint of Dr. (Smt.) Alka Sharma, Medical Officer, Women's Hospital, Fatahpur against Dainik Aaj, Kanpur.;September 22, 1997;Upheld (Censured);Principles and Publication;AnnualReport1998
67. Complaint of Shri Romit Chatterji, Vice President, Corporate Affairs, Shaw Wallace & Co. Ltd., Calcutta against Financial Express, Mumbai.;September 22, 1997;Closed with directions;Principles and Publication;AnnualReport1998
68. Complaint of Shri Sahbzada Md. Wasi Ahmed Shah, Secretary, Mysore Family Fateha Fund Committee, Calcutta against Bartman, Bengali newspaper, Calcutta.;September 22, 1997;Sub-judice;Principles and Publication;AnnualReport1998
69. Complaint of the Secretary, Sub-Divisional Advocates Association, Samastipur against The Hindustan Dainik, Patna.;September 22, 1997;Dismissed on merits;Principles and Publication;AnnualReport1998
70. Complaint of District Magistrate, Saharsa, Bihar against The Hindustan Times, Patna.;September 22, 1997;Dismissed on merits;Principles and Publication;AnnualReport1998
71. Complaint of Assistant Information Director, Govt. of U.P., Baharaich (U.P.) against Shwet Avam Harit Kranti.;September 22, 1997;Dismissed;Principles and Publication;AnnualReport1998
72. Complaint of Smt. Munni Devi Saini, President, Nagar Palika Parishad, Dhanora, Moradabad against Amar Ujala.;September 22, 1997;Dismissed on merits;Principles and Publication;AnnualReport1998
73. Complaint of the then Superintendent of Police, Rampur against Dainik Jagran (Moradabad).;September 22, 1997;Dismissed with observations;Principles and Publication;AnnualReport1998
b. Complaint of the then Superintendent of Police, Rampur against Amar Ujala (Moradabad).;September 22, 1997;Dismissed with observations;Principles and Publication;AnnualReport1998
74. Complaint of Shri M.P. Jain, Consulting Engineer, Lucknow against Lucknow Edition of Aaj Daily.;September 22, 1997;Upheld (Repri-manded);Principles and Publication;AnnualReport1998
75. Complaint of Shri Safdar Raza Khan, Former MLA against Dainik Janmorcha.;September 22, 1997;Upheld;Principles and Publication;AnnualReport1998
76. Complaint of Shri Swami Nath Nigam, Superintendent of Police, Urai Region, Gorakhpur against Rashtra Chinh.;September 22, 1997;Upheld;Principles and Publication;AnnualReport1998
77. Complaint of Shri Raj Kumar, Ex-MP (Lok Sabha) against Purvanchal Sandesh, Mau (U.P.).;September 22, 1997;Dismissed;Principles and Publication;AnnualReport1998
78. Complaint of Major General B.C.. Khanduri, New Delhi against Jai Uttarakhand Vir, New Delhi.;September 22, 1997;Contradiction published;Principles and Publication;AnnualReport1998
79. Complaint of Shri Win Chadha against Indian Express, New Delhi.;September 22, 1997;Dismissed;Principles and Publication;AnnualReport1998
80. Complaint of Shri Raj Mehta, MLA, Bayawar, Rajasthan against Editor, Dainik Nirantar, District Ajmer, Rajasthan.;September 22, 1997;Upheld (Disapproval);Principles and Publication;AnnualReport1998
81. Complaint of Shri Sudhir Kumar, District Collector & Deputy Com-missioner, Dhanbad against Dainik Awaz, Dhanbad and Sandhya Times, Dhanbad.;September 22, 1997;Amends made;Principles and Publication;AnnualReport1998
82. Complaint of the Director, Bihar Institute of Technology, Sindhri and Convenor, J.E.E. Examination 1995 against Dainik Awaz, Dhanbad.;September 22,1997;Dismissed on merits;Principles and Publication;AnnualReport1998
b.Complaint of the Director, Bihar Institute of Technology, Sindhri and Convenor, J.E.E. Examination 1995 against The Times of India, Patna.;September 22,1997;Dismissed on merits;Principles and Publication;AnnualReport1998
83. Complaint of Shri Satya Pal Dang, Ex-MLA against the Editor, Daily Ajit and Shri Har Kanwal Korpal, Correspondent of Daily Ajit posted at Amritsar.;September 22,1997;Upheld;Principles and Publication;AnnualReport1998
84. Complaint of Proprietor, Navodaya Bal Vidhyalaya, Suratgarh against Seema Ki Lalkar, Suratgarh.;September 22,1997;Clarification directed;Principles and Publication;AnnualReport1998
85.Complaint of Shri S.P. Khadgawat, Additional Supdt. of Police, CID (Crime Branch), Jaipur against The Times of India, New Delhi.;September 22,1997;Contradiction directed;Principles and Publication;AnnualReport1998
85.Complaint of Shri S.P. Khadgawat, Additional Supdt. of Police, CID (Crime Branch), Jaipur against Amber Daily, Jaipur.;September 22,1997;Displeasure expressed;Principles and Publication;AnnualReport1998
86. Complaint of Smt. Nirmal Lathur, Distt. Education Officer, Distt. Rohtak against Punjab Kesari and Gohana Mudrika.;September 22,1997;Dismissed on merits;Principles and Publication;AnnualReport1998
87.Complaint of Shri Ibrahim Mohammed Umar, Bhiwandi against Bhiwandi Darpan, Sagar Daily and Bombay Eye.;September 22,1997;Upheld;Principles and Publication;AnnualReport1998
88. Complaint of Dr. (Mrs.) Puja Mamtani, Durg against Dainik Shram Bindu, Durg.;September 22,1997;Contradiction directed;Principles and Publication;AnnualReport1998
89. Complaint of Prof. A.L. Sharma, Indore against Daily Free Press Journal, Indore.;September 22,1997;Upheld;Principles and Publication;AnnualReport1998
90. Complaint of Shri S.C. Chaturvedi, Vice President, (Corporate Affairs), Som Distilleries Ltd., Bhopal against Chief Editor, Van Samudai Daily, Bhopal.;September 22,1997;Contradiction directed;Principles and Publication;AnnualReport1998
91. Complaint of Shri J.C. Kabirpanthi, Administrative Officer, Medical College Hospital, Jabalpur (through Ministry of I & B) against Madhya Pradesh Hindi Express, Jabalpur.;September 22,1997;Clarification directed;Principles and Publication;AnnualReport1998
92. Complaint of Shri D.K. Shrivastava, Dy. General Manager/Admn. Ord-nance Factory, Katni against Hindi weekly, Fresh News.;September 22,1997;Contradiction directed;Principles and Publication;AnnualReport1998
93. Complaint of Thiru R. Balakrishnan, IAS, Secretary to Govt. of Tamil Nadu (Public Law & Order), Department, Madras against Dina Bhoomi.;September 22,1997;Dismissed on merits;Principles and Publication;AnnualReport1998
94. Complaint of Sardar Harmahender Singh Bagga, Hyderabad against Eenadu, Hyderabad.;September 22,1997;Dismissed on merits;Principles and Publication;AnnualReport1998
95. Complaint of Shri P. Radhavan, Freedom Fighter and Social Worker, Secunderabad (through Ministry of I & B) against Deccan Chronicle.;September 22,1997;Settled;Principles and Publication;AnnualReport1998
96.  Complaint of Shri S.R. Sukumara, IPS, Inspector General of Prisons & Director of Collectional Services, A.P., Hyderabad against. Eenadu, Telegu Daily.;September 22, 1997;Upheld (Reprimanded);Principles and Publication;AnnualReport1998
b.Complaint of Shri S.R. Sukumara, IPS, Inspector General of Prisons & Director of Collectional Services, A.P., Hyderabad against Andhra Jyoti, Telugu Daily.;September 22, 1997;Upheld (Reprimanded);Principles and Publication;AnnualReport1998
97. Complaint of Shri Nasir Zaidi, Pacific Travels, New Delhi against Wazifa.;September 22, 1997;Clarification directed;Principles and Publication;AnnualReport1998
98. Complaint of Shri D.N. Tyagi, Delhi against National Herald.;September 22, 1997;Contradiction directed;Principles and Publication;AnnualReport1998
b. Complaint of Shri D.N. Tyagi, Delhi against Nav Bharat Times.;September 22, 1997;Contradiction directed;Principles and Publication;AnnualReport1998
c. Complaint of Shri D.N. Tyagi, Delhi against Dainik Pratap.;September 22, 1997;Contradiction directed;Principles and Publication;AnnualReport1998
d. Complaint of Shri D.N. Tyagi, Delhi against Dainik Jagran.;September 22, 1997;Contradiction directed;Principles and Publication;AnnualReport1998
e. Complaint of Shri D.N. Tyagi, Delhi against Dainik Punjab Kesari.;September 22, 1997;Contradiction directed;Principles and Publication;AnnualReport1998
f. Complaint of Shri D.N. Tyagi, Delhi against Rashtriya Sahara.;September 22, 1997;Contradiction directed;Principles and Publication;AnnualReport1998
99. Complaint of Dr. Shri Ram Gupta, Delhi against Nav Bharat Times, New Delhi.;September 22, 1997;Contradiction directed;Principles and Publication;AnnualReport1998
100. Complaint of Shri Ranbir Singh, General Manager (E), Office of the Commissioner of Excise, Govt. of NCT of Delhi against Nav Bharat Times, New Delhi.;September 22, 1997;Upheld;Principles and Publication;AnnualReport1998
101. Complaint of Dr. N. K. Grover, National President, Indian Medical Association, against The Times of India.;September 22, 1997;Upheld (Censured);Principles and Publication;AnnualReport1998
b. Complaint of Vijay Kumar Arora, Chairman, Deptt. of Surgery, Sir Ganga Ram Hospital New Delhi against The Times of India, New Delhi.;September 22, 1997;Upheld (Censured);Principles and Publication;AnnualReport1998
102. Complaint of Dr. M.L. Sachdeva, Chief Medical Officer, Lok Nayak Hospital, New Delhi against Rashtriya Sahara.;September 22, 1997;Dismissed on merits;Principles and Publication;AnnualReport1998
103. Complaint of Addl. Tehsildar, Tehsil Sadar, Distt. Gorakhpur against Dainik Jagran, Kanpur.;September 22, 1997;Dismissed on merits;Principles and Publication;AnnualReport1998
104. Complaint of Shri P.K. Raghav, Principal, Northern Railway Zonal Training Centre, Chandausi (Moradabad) against Dainik Jagran, Moradabad edition.;September 22, 1997;Settled;Principles and Publication;AnnualReport1998
105. Complaint of Shri Raghu Thakur, Samajwadi Party, New Delhi against Dainik Jagran, New Delhi.;September 22, 1997;Withdrawn;Principles and Publication;AnnualReport1998
106. Complaint of Dr. Nirmal Kumar, Reader, Deptt. of Military Studies, Bareilly against Dainik Jagran, Bareilly.;September 22, 1997;Upheld;Principles and Publication;AnnualReport1998
107. Complaint of Lt. Gen. K.P. Candeth, PVSM (Retd.), President War Widows Association, Shaheed Bhavan, New Delhi against Dainik Jagran.;September 22, 1997;Upheld;Principles and Publication;AnnualReport1998
108. Complaint of Shri Dudhnath Diwedi, correspondent, District Bahariach (U.P.) against Editor Sputnik, Hindi weekly.;September 22,1997;Contradiction directed;Principles and Publication;AnnualReport1998
109. Complaint of Shri Badrul Islam, Ex-Principal, AMU High School, Aligarh against Qaumi Awaz, Urdu daily, Lucknow.;September 22,1997;Dismissed on merits;Principles and Publication;AnnualReport1998
110. Complaint of Shri Prem Prakash Khurana of Chandausi against Chandausi Ki Udaan, U.P.;September 22,1997;Sub-judice;Principles and Publication;AnnualReport1998
111. Complaint of Shri K.K. Kulshrestha, Project Officer, Sarurpur (Meerut) against Sardhana Doon, Harra (Meerut).;September 22,1997;Dropped for lack of substance;Principles and Publication;AnnualReport1998
112. Complaint of Shri Venthan Bosco, Canadian High Commission, New Delhi against The Hindustan Times, New Delhi.;September 22,1997;Dismissed on merits;Principles and Publication;AnnualReport1998
113. Complaint of Shri Vinay Vasishtha, Joint Secretary, Ministry of Ship-ping, New Delhi against Evening News, The Hindustan Times, New Delhi.;September 22,1997;Dismissed;Principles and Publication;AnnualReport1998
114. Complaint of Ms. Ashalata, Sec-retary, Akhil Bhartiya Janwadi Mahila Samiti, New Delhi against The Hindustan Times.;September 22,1997;Upheld;Principles and Publication;AnnualReport1998
115. Complaint of Shri P. Chowdhuri, Sub-Divisional Magistrate, Ambala against Chandigarh Newsline, Chandigarh.;September 22,1997;Upheld;Principles and Publication;AnnualReport1998
116. Suo-motu action regarding violation of the norms on identification of victim of assault by The Pioneer.;September 22,1997;Upheld;Principles and Publication;AnnualReport1998
117. Complaint of Shri Ved Prakash, Major Command Officer, 65 Road, Construction Company, C/o 56, APO against Amar Ujala, Bareilly (U.P.).;September 22,1997;Strong disapproval;Principles and Publication;AnnualReport1998
118. Complaint of Distt. Collector/Dis-trict Electoral Officer, Mohoba against Dainik Amar Ujala, Agra.;September 22,1997;Sub-judice;Principles and Publication;AnnualReport1998
119. Complaint of Shri Rakesh Kumar Yadav, Lucknow against India To-day.;September 22,1997;Dismissed on merits;Principles and Publication;AnnualReport1998
120. Complaint of Shri A. Bari and Shri Khalid Nadeem, New Delhi against Daily Awam and Nai Duniya (week-ly).;September 22,1997;Upheld;Principles and Publication;AnnualReport1998
121. Complaint of Shri Khaleefa Jasram, Joint Secretary, Wrestling Federa-tion of India, New Delhi against Jansatta, New Delhi.;September 22,1997;Dismissed on merits;Principles and Publication;AnnualReport1998
122. Complaint of Shri T.R. Gupta, Manager, Hans Raj Model School, Punjabi Bagh against The Janata Milap, Ludhiana.;September 22,1997;Upheld;Principles and Publication;AnnualReport1998
123. Complaint of Shri G. G. Saxena, Secretary to the Ministry for Trans-port and Excise, Govt. of Delhi against Public Asia, Daily.;September 22,1997;Contradiction directed;Principles and Publication;AnnualReport1998
124. Complaint of Shri P. Sudhakaran, Distt. Secretary, CPI (M), District Committee, Alappuzha, Kerala against Deepika Malayalam daily.;September 22,1997;Settled;Principles and Publication;AnnualReport1998
125. Complaint of Shri M.A. Mandana of Somwarpet, Distt. Kodagu, against Brahmagiri, Kodava weekly, Madikeri, Kodagu (Karnataka).;September 22, 1997;Contradiction directed.;Principles and Publication;AnnualReport1998
126. Complaint of Dr. Renuka Vishwa-nathan, Managing Director, Karnataka State Financial Corpo-ration, Bangalore against Eewara, Kannada weekly, Bangalore.;September 22, 1997;Contradiction directed.;Principles and Publication;AnnualReport1998
127. Complaint of Ms. Amita Prasad, District Magistrate and Deputy Commissioner, Chitradurga District against Rana Rudra.;September 22, 1997;Upheld;Principles and Publication;AnnualReport1998
128.  Complaint of Shri H.R. Channabasavaradhy, Secretary, VSSN Baraka Tumkur Distt. against Koratagere Vartha.;September 22, 1997;Dismissed for lack of substance;Principles and Publication;AnnualReport1998
b.Complaint of Shri H.R. Channabasavaradhy, Secretary, VSSN Baraka Tumkur Distt. against Prajapragathi.;September 22, 1997;Dismissed for lack of substance;Principles and Publication;AnnualReport1998
c.Complaint of Shri H.R. Channabasavaradhy, Secretary, VSSN Baraka Tumkur Distt. against Sanjivani.;September 22, 1997;Dismissed for lack of substance;Principles and Publication;AnnualReport1998
129. Complaint of Dr. Jitendra Singh, Special Correspondent, Nonihal weekly, Burhanpur against Dainik Nav Bharat.;September 22, 1997;Upheld;Principles and Publication;AnnualReport1998
130.Complaint of Dr. V.M. Mirashi, Sangli against daily Marathi Pudhari, Kolhapur.;September 22,1997;Contradiction directed;Principles and Publication;AnnualReport1998
b.Complaint of Dr. V.M. Mirashi, Sangli against daily Marathi Pudhari, Kolhapur.;September 22,1997;Contradiction directed;Principles and Publication;AnnualReport1998
131. Complaint of the Secretary, Indian Tea Association, Calcutta against The Economic Times, Calcutta.;November 20, 1997;Withdrawn;Principles and Publication;AnnualReport1998
132. Complaint of M/s. Sanchayani Sav-ing & Investment (India) Ltd., against Shreeyogeshwar Manthan weekly, Burhanpur.;November 20, 1997;Sub-judice;Principles and Publication;AnnualReport1998
133. Complaint of Shri P. Dayachari, IAS, Managing Director, A.P. Dairy Development Co-operative Feder-ation Ltd., Hyderabad against . Vaartha Daily.;November 20, 1997;Upheld;Principles and Publication;AnnualReport1998
134. Complaint of Shri J. Banerjee, Hyderabad against Rashtriya Sa-hara.;November 20, 1997;Disposed of with observations;Principles and Publication;AnnualReport1998
135. Complaint of Shri C.K. Mishra, IAS, Karimnagar, against Eenadu.;November 20, 1997;Disposed on merits;Principles and Publication;AnnualReport1998
136. Complaint of Dr. D.V. Prabhu Kumar, Managing Director, Shri Shakti Resorts & Hotels Ltd., Hyderabad against The Indian Express, New Delhi.;November 20, 1997;Upheld;Principles and Publication;AnnualReport1998
137. Complaint of Shri S.C. Kakar, Managing Director, Orissa Drugs & Chemicals Ltd., Bhubaneshwar against Prajathantra, Cuttack.;November 20, 1997;Withdrawn;Principles and Publication;AnnualReport1998
138. Complaint of Ms. Archana Nayak, Bhubaneshwar against Pragativadi.;November 20, 1997;Upheld;Principles and Publication;AnnualReport1998
139. Complaint of Shri Nathmal Jalan, Patna against Dainik Hindustan, Patna.;November 20, 1997;Upheld;Principles and Publication;AnnualReport1998
140. Complaint of the President, Zilla Samajwadi Party, Banda against Dainik Aaj, Kanpur.;November 20, 1997;Upheld;Principles and Publication;AnnualReport1998
